   j      e(j)         levid         stwt


  1.4441E-15 1.1291E-15 7.1950E-16 5.4828E-16 4.1705E-16 3.0373E-16 2.2886E-16
  1.7231E-16 1.2968E-16 9.7591E-17 7.3495E-17 5.5415E-17 4.1894E-17 3.1760E-17
  2.4165E-17 1.8473E-17 1.4201E-17 1.0987E-17 8.5641E-18 6.7289E-18 5.3340E-18
  4.2673E-18 3.4454E-18 2.8108E-18 2.3141E-18 1.9226E-18 1.6125E-18 1.3631E-18
 50100701.0410 -9.7685E-02  1.7465E-13  1.5562E-13  1.3866E-13  1.2353E-13
  1.1005E-13 9.8023E-14 8.7297E-14 7.7729E-14 6.9191E-14 6.1571E-14 5.4769E-14
  4.8694E-14 4.3266E-14 3.8414E-14 3.4073E-14 3.0187E-14 2.6705E-14 2.3582E-14
  2.0779E-14 1.8259E-14 1.5994E-14 1.3955E-14 1.2120E-14 1.0470E-14 8.9895E-15
  7.6653E-15 6.4872E-15 5.4471E-15 4.5384E-15 3.7555E-15 3.0932E-15 2.5474E-15
  2.1217E-15 1.8490E-15 1.8138E-15 2.1325E-15 2.8784E-15 3.9999E-15 5.2999E-15
  6.4980E-15 7.3411E-15 7.6560E-15 7.4986E-15 6.9500E-15 6.1184E-15 5.2154E-15
  4.3171E-15 3.4638E-15 2.7276E-15 2.1161E-15 1.6320E-15 1.2486E-15 9.4153E-16
  7.1234E-16 5.3780E-16 3.6203E-16 2.6819E-16 1.9835E-16 1.4306E-16 1.0520E-16
  7.7308E-17 5.6813E-17 4.1763E-17 3.0744E-17 2.2665E-17 1.6746E-17 1.2407E-17
  9.2274E-18 6.8923E-18 5.1760E-18 3.9111E-18 2.9767E-18 2.2839E-18 1.7679E-18
  1.3820E-18 1.0918E-18 8.7157E-19 7.0369E-19 5.7422E-19 4.7349E-19 3.9446E-19
 50100701.0510 -5.6445E-02  1.0693E-13  9.5276E-14  8.4884E-14  7.5617E-14
  6.7354E-14 5.9985E-14 5.3412E-14 4.7549E-14 4.2316E-14 3.7645E-14 3.3474E-14
  2.9748E-14 2.6418E-14 2.3439E-14 2.0773E-14 1.8386E-14 1.6245E-14 1.4324E-14
  1.2599E-14 1.1049E-14 9.6541E-15 8.3998E-15 7.2722E-15 6.2600E-15 5.3535E-15
  4.5450E-15 3.8281E-15 3.1974E-15 2.6481E-15 2.1761E-15 1.7771E-15 1.4470E-15
  1.1841E-15 9.9613E-16 9.0961E-16 9.6207E-16 1.1699E-15 1.4987E-15 1.8668E-15
  2.1799E-15 2.3693E-15 2.3945E-15 2.2931E-15 2.0930E-15 1.8211E-15 1.5454E-15
  1.2791E-15 1.0265E-15 8.1072E-16 6.3222E-16 4.9208E-16 3.8053E-16 2.8946E-16
  2.2177E-16 1.6970E-16 1.1129E-16 8.3310E-17 6.2273E-17 4.5024E-17 3.3429E-17
  2.4803E-17 1.8401E-17 1.3661E-17 1.0156E-17 7.5627E-18 5.6441E-18 4.2275E-18
  3.1785E-18 2.4014E-18 1.8249E-18 1.3960E-18 1.0761E-18 8.3644E-19 6.5613E-19
  5.1971E-19 4.1601E-19 3.3627E-19 2.7485E-19 2.2687E-19 1.8905E-19 1.5898E-19
 50100701.0610 -3.6799E-02  7.0089E-14  6.2445E-14  5.5630E-14  4.9553E-14
  4.4133E-14 3.9299E-14 3.4987E-14 3.1139E-14 2.7705E-14 2.4638E-14 2.1899E-14
  1.9452E-14 1.7263E-14 1.5304E-14 1.3551E-14 1.1979E-14 1.0569E-14 9.3041E-15
  8.1674E-15 7.1459E-15 6.2277E-15 5.4027E-15 4.6622E-15 3.9990E-15 3.4069E-15
  2.8807E-15 2.4161E-15 2.0091E-15 1.6563E-15 1.3543E-15 1.0998E-15 8.8969E-16
  7.2191E-16 6.0021E-16 5.4002E-16 5.6465E-16 6.8557E-16 8.8270E-16 1.1058E-15
  1.2960E-15 1.4105E-15 1.4258E-15 1.3629E-15 1.2404E-15 1.0765E-15 9.0981E-16
  7.4969E-16 5.9944E-16 4.7163E-16 3.6631E-16 2.8372E-16 2.1830E-16 1.6538E-16
  1.2607E-16 9.5983E-17 6.3411E-17 4.7280E-17 3.5202E-17 2.5418E-17 1.8806E-17
  1.3907E-17 1.0281E-17 7.6094E-18 5.6381E-18 4.1847E-18 3.1132E-18 2.3241E-18
  1.7416E-18 1.3114E-18 9.9316E-19 7.5714E-19 5.8161E-19 4.5050E-19 3.5218E-19
  2.7801E-19 2.2181E-19 1.7874E-19 1.4566E-19 1.1992E-19 9.9683E-20 8.3645E-20
 50100701.0710 -2.5890E-02  4.8584E-14  4.3283E-14  3.8556E-14  3.4340E-14
  3.0581E-14 2.7227E-14 2.4234E-14 2.1563E-14 1.9179E-14 1.7049E-14 1.5146E-14
  1.3445E-14 1.1923E-14 1.0561E-14 9.3410E-15 8.2470E-15 7.2654E-15 6.3843E-15
  5.5928E-15 4.8818E-15 4.2433E-15 3.6705E-15 3.1575E-15 2.6992E-15 2.2914E-15
  1.9304E-15 1.6130E-15 1.3362E-15 1.0973E-15 8.9370E-16 7.2280E-16 5.8270E-16
  4.7754E-16 4.3766E-16 5.4734E-16 9.2823E-16 1.6470E-15 2.6234E-15 3.6419E-15
  4.4584E-15 4.9111E-15 4.9585E-15 4.6723E-15 4.1634E-15 3.5430E-15 2.9124E-15
  2.3272E-15 1.8148E-15 1.3901E-15 1.0497E-15 7.8507E-16 5.8221E-16 4.2794E-16
  3.1366E-16 2.2912E-16 1.6132E-16 1.1662E-16 8.4152E-17 6.0192E-17 4.3273E-17
  3.1086E-17 2.2322E-17 1.6029E-17 1.1513E-17 8.2744E-18 5.9521E-18 4.2874E-18
  3.0935E-18 2.2370E-18 1.6222E-18 1.1804E-18 8.6256E-19 6.3347E-19 4.6801E-19
  3.4817E-19 2.6116E-19 1.9763E-19 1.5113E-19 1.1684E-19 9.1393E-20 7.2370E-20
 50100701.0810 -1.9204E-02  3.5226E-14  3.1380E-14  2.7951E-14  2.4892E-14
  2.2164E-14 1.9729E-14 1.7557E-14 1.5617E-14 1.3886E-14 1.2338E-14 1.0955E-14
  9.7184E-15 8.6115E-15 7.6203E-15 6.7319E-15 5.9353E-15 5.2205E-15 4.5788E-15
  4.0027E-15 3.4856E-15 3.0219E-15 2.6066E-15 2.2355E-15 1.9050E-15 1.6119E-15
  1.3535E-15 1.1272E-15 9.3073E-16 7.6186E-16 6.1849E-16 4.9855E-16 4.0007E-16
  3.2195E-16 2.6715E-16 2.4840E-16 2.9130E-16 4.2720E-16 6.7353E-16 1.0107E-15
  1.3764E-15 1.6888E-15 1.8794E-15 1.9268E-15 1.8426E-15 1.6611E-15 1.4316E-15
  1.1886E-15 9.5550E-16 7.5000E-16 5.7758E-16 4.3890E-16 3.2970E-16 2.4480E-16
  1.8094E-16 1.3309E-16 9.3953E-17 6.8220E-17 4.9408E-17 3.5427E-17 2.5533E-17
  1.8382E-17 1.3224E-17 9.5118E-18 6.8425E-18 4.9244E-18 3.5473E-18 2.5587E-18
  1.8488E-18 1.3389E-18 9.7247E-19 7.0887E-19 5.1897E-19 3.8194E-19 2.8284E-19
  2.1096E-19 1.5868E-19 1.2045E-19 9.2410E-20 7.1692E-20 5.6275E-20 4.4720E-20
 50100701.0910 -1.4811E-02  2.6482E-14  2.3589E-14  2.1009E-14  1.8708E-14
  1.6655E-14 1.4822E-14 1.3187E-14 1.1726E-14 1.0422E-14 9.2557E-15 8.2132E-15
  7.2806E-15 6.4456E-15 5.6977E-15 5.0273E-15 4.4260E-15 3.8865E-15 3.4024E-15
  2.9680E-15 2.5786E-15 2.2299E-15 1.9183E-15 1.6406E-15 1.3940E-15 1.1761E-15
  9.8462E-16 8.1761E-16 6.7317E-16 5.4951E-16 4.4489E-16 3.5765E-16 2.8628E-16
  2.3049E-16 1.9554E-16 1.9878E-16 2.6860E-16 4.2728E-16 6.6870E-16 9.5122E-16
  1.2129E-15 1.3978E-15 1.4740E-15 1.4454E-15 1.3337E-15 1.1688E-15 9.8513E-16
  8.0376E-16 6.3742E-16 4.9505E-16 3.7812E-16 2.8554E-16 2.1348E-16 1.5793E-16
  1.1643E-16 8.5485E-17 6.0154E-17 4.3633E-17 3.1579E-17 2.2625E-17 1.6303E-17
  1.1737E-17 8.4447E-18 6.0761E-18 4.3729E-18 3.1488E-18 2.2698E-18 1.6385E-18
  1.1850E-18 8.5909E-19 6.2474E-19 4.5603E-19 3.3440E-19 2.4655E-19 1.8294E-19
  1.3675E-19 1.0312E-19 7.8487E-20 6.0387E-20 4.6988E-20 3.6996E-20 2.9489E-20
 50100701.1010 -1.1770E-02  2.0497E-14  1.8257E-14  1.6258E-14  1.4476E-14
  1.2885E-14 1.1464E-14 1.0196E-14 9.0640E-15 8.0521E-15 7.1476E-15 6.3385E-15
  5.6144E-15 4.9659E-15 4.3849E-15 3.8640E-15 3.3968E-15 2.9778E-15 2.6020E-15
  2.2651E-15 1.9635E-15 1.6939E-15 1.4535E-15 1.2398E-15 1.0506E-15 8.8404E-16
  7.3817E-16 6.1139E-16 5.0213E-16 4.0891E-16 3.3030E-16 2.6493E-16 2.1150E-16
  1.6912E-16 1.3870E-16 1.2611E-16 1.4625E-16 2.2352E-16 3.8090E-16 6.1779E-16
  8.9625E-16 1.1534E-15 1.3300E-15 1.3989E-15 1.3627E-15 1.2456E-15 1.0835E-15
  9.0525E-16 7.3122E-16 5.7563E-16 4.4396E-16 3.3725E-16 2.5298E-16 1.8758E-16
  1.3823E-16 1.0128E-16 7.2166E-17 5.2246E-17 3.7713E-17 2.7024E-17 1.9410E-17
  1.3923E-17 9.9775E-18 7.1465E-18 5.1176E-18 3.6649E-18 2.6258E-18 1.8826E-18
  1.3513E-18 9.7134E-19 6.9961E-19 5.0514E-19 3.6585E-19 2.6598E-19 1.9426E-19
  1.4266E-19 1.0546E-19 7.8537E-20 5.9010E-20 4.4771E-20 3.4333E-20 2.6637E-20
 50210701.0320 -1.1364E-01  6.9813E-13  6.2209E-13  5.5431E-13  4.9389E-13
  4.4002E-13 3.9199E-13 3.4917E-13 3.1097E-13 2.7691E-13 2.4652E-13 2.1940E-13
  1.9520E-13 1.7359E-13 1.5428E-13 1.3702E-13 1.2160E-13 1.0779E-13 9.5423E-14
  8.4340E-14 7.4399E-14 6.5474E-14 5.7457E-14 5.0251E-14 4.3775E-14 3.7958E-14
  3.2741E-14 2.8073E-14 2.3911E-14 2.0218E-14 1.6960E-14 1.4109E-14 1.1638E-14
  9.5524E-15 7.9495E-15 7.0711E-15 7.1902E-15 8.3487E-15 1.0198E-14 1.2117E-14
  1.3505E-14 1.4012E-14 1.3598E-14 1.2453E-14 1.0861E-14 9.0974E-15 7.3747E-15
  5.8211E-15 4.4960E-15 3.4131E-15 2.5554E-15 1.8926E-15 1.3895E-15 1.0127E-15
  7.3425E-16 5.3008E-16 3.7943E-16 2.7201E-16 1.9457E-16 1.3879E-16 9.8953E-17
  7.0476E-17 5.0154E-17 3.5671E-17 2.5359E-17 1.8024E-17 1.2808E-17 9.1022E-18
  6.4693E-18 4.5993E-18 3.2712E-18 2.3280E-18 1.6580E-18 1.1821E-18 8.4389E-19
  6.0343E-19 4.3239E-19 3.1061E-19 2.2383E-19 1.6192E-19 1.1767E-19 8.5988E-20
 50210701.0420 -6.3696E-02  4.0307E-13  3.5918E-13  3.2005E-13  2.8517E-13
  2.5407E-13 2.2634E-13 2.0162E-13 1.7958E-13 1.5992E-13 1.4238E-13 1.2673E-13
  1.1277E-13 1.0030E-13 8.9163E-14 7.9212E-14 7.0315E-14 6.2355E-14 5.5228E-14
  4.8841E-14 4.3112E-14 3.7968E-14 3.3347E-14 2.9192E-14 2.5455E-14 2.2097E-14
  1.9081E-14 1.6379E-14 1.3966E-14 1.1821E-14 9.9269E-15 8.2658E-15 6.8243E-15
  5.6079E-15 4.6958E-15 4.3096E-15 4.7734E-15 6.3066E-15 8.7954E-15 1.1741E-14
  1.4440E-14 1.6270E-14 1.6909E-14 1.6384E-14 1.4963E-14 1.3011E-14 1.0869E-14
  8.7870E-15 6.9182E-15 5.3322E-15 4.0402E-15 3.0199E-15 2.2328E-15 1.6364E-15
  1.1911E-15 8.6229E-16 6.2035E-16 4.4544E-16 3.1897E-16 2.2781E-16 1.6247E-16
  1.1572E-16 8.2326E-17 5.8522E-17 4.1573E-17 2.9519E-17 2.0952E-17 1.4868E-17
  1.0549E-17 7.4840E-18 5.3099E-18 3.7678E-18 2.6742E-18 1.8986E-18 1.3486E-18
  9.5850E-19 6.8178E-19 4.8542E-19 3.4605E-19 2.4709E-19 1.7676E-19 1.2677E-19
 50210701.0520 -4.0638E-02  2.3266E-13  2.0732E-13  1.8474E-13  1.6461E-13
  1.4667E-13 1.3067E-13 1.1640E-13 1.0368E-13 9.2338E-14 8.2219E-14 7.3191E-14
  6.5134E-14 5.7942E-14 5.1518E-14 4.5779E-14 4.0649E-14 3.6058E-14 3.1949E-14
  2.8266E-14 2.4962E-14 2.1995E-14 1.9329E-14 1.6931E-14 1.4773E-14 1.2831E-14
  1.1086E-14 9.5218E-15 8.1232E-15 6.8789E-15 5.7787E-15 4.8132E-15 3.9755E-15
  3.2763E-15 2.7987E-15 2.7677E-15 3.4946E-15 5.1292E-15 7.4330E-15 9.8310E-15
  1.1700E-14 1.2644E-14 1.2593E-14 1.1727E-14 1.0341E-14 8.7256E-15 7.1073E-15
  5.6276E-15 4.3558E-15 3.3110E-15 2.4809E-15 1.8378E-15 1.3491E-15 9.8310E-16
  7.1237E-16 5.1386E-16 3.6852E-16 2.6402E-16 1.8872E-16 1.3459E-16 9.5882E-17
  6.8231E-17 4.8512E-17 3.4468E-17 2.4477E-17 1.7375E-17 1.2331E-17 8.7495E-18
  6.2079E-18 4.4046E-18 3.1255E-18 2.2183E-18 1.5749E-18 1.1185E-18 7.9487E-19
  5.6528E-19 4.0238E-19 2.8675E-19 2.0465E-19 1.4633E-19 1.0486E-19 7.5357E-20
 50210701.0620 -2.8154E-02  1.4368E-13  1.2804E-13  1.1410E-13  1.0167E-13
  9.0588E-14 8.0709E-14 7.1901E-14 6.4046E-14 5.7042E-14 5.0794E-14 4.5219E-14
  4.0245E-14 3.5805E-14 3.1840E-14 2.8298E-14 2.5131E-14 2.2297E-14 1.9761E-14
  1.7487E-14 1.5447E-14 1.3615E-14 1.1967E-14 1.0485E-14 9.1506E-15 7.9495E-15
  6.8695E-15 5.9005E-15 5.0339E-15 4.2628E-15 3.5807E-15 2.9821E-15 2.4621E-15
  2.0232E-15 1.6979E-15 1.5804E-15 1.8064E-15 2.4454E-15 3.3977E-15 4.4111E-15
  5.2073E-15 5.6068E-15 5.5734E-15 5.1846E-15 4.5687E-15 3.8531E-15 3.1375E-15
  2.4838E-15 1.9221E-15 1.4610E-15 1.0947E-15 8.1103E-16 5.9547E-16 4.3398E-16
  3.1456E-16 2.2699E-16 1.6267E-16 1.1657E-16 8.3347E-17 5.9444E-17 4.2362E-17
  3.0155E-17 2.1448E-17 1.5245E-17 1.0830E-17 7.6918E-18 5.4616E-18 3.8777E-18
  2.7531E-18 1.9549E-18 1.3885E-18 9.8652E-19 7.0128E-19 4.9885E-19 3.5516E-19
  2.5314E-19 1.8068E-19 1.2918E-19 9.2569E-20 6.6511E-20 4.7946E-20 3.4702E-20
 50210701.0720 -2.0648E-02  9.4487E-14  8.4202E-14  7.5034E-14  6.6861E-14
  5.9574E-14 5.3078E-14 4.7287E-14 4.2122E-14 3.7516E-14 3.3409E-14 2.9744E-14
  2.6473E-14 2.3554E-14 2.0947E-14 1.8618E-14 1.6536E-14 1.4673E-14 1.3004E-14
  1.1509E-14 1.0167E-14 8.9610E-15 7.8767E-15 6.9007E-15 6.0219E-15 5.2307E-15
  4.5193E-15 3.8809E-15 3.3101E-15 2.8022E-15 2.3531E-15 1.9591E-15 1.6178E-15
  1.3379E-15 1.1766E-15 1.2917E-15 1.9117E-15 3.1609E-15 4.8853E-15 6.6778E-15
  8.0862E-15 8.8208E-15 8.8287E-15 8.2421E-15 7.2757E-15 6.1408E-15 5.0010E-15
  3.9582E-15 3.0622E-15 2.3265E-15 1.7424E-15 1.2901E-15 9.4656E-16 6.8946E-16
  4.9936E-16 3.6005E-16 2.5829E-16 1.8499E-16 1.3219E-16 9.4259E-17 6.7134E-17
  4.7760E-17 3.3948E-17 2.4113E-17 1.7118E-17 1.2148E-17 8.6180E-18 6.1126E-18
  4.3350E-18 3.0742E-18 2.1802E-18 1.5463E-18 1.0969E-18 7.7829E-19 5.5244E-19
  3.9231E-19 2.7877E-19 1.9824E-19 1.4112E-19 1.0058E-19 7.1803E-20 5.1358E-20
 50210701.0820 -1.5787E-02  6.5453E-14  5.8328E-14  5.1977E-14  4.6315E-14
  4.1267E-14 3.6767E-14 3.2754E-14 2.9176E-14 2.5986E-14 2.3140E-14 2.0601E-14
  1.8336E-14 1.6314E-14 1.4508E-14 1.2894E-14 1.1452E-14 1.0161E-14 9.0051E-15
  7.9687E-15 7.0385E-15 6.2027E-15 5.4509E-15 4.7742E-15 4.1649E-15 3.6164E-15
  3.1233E-15 2.6810E-15 2.2856E-15 1.9340E-15 1.6234E-15 1.3509E-15 1.1153E-15
  9.2416E-16 8.2611E-16 9.5620E-16 1.5123E-15 2.6062E-15 4.1119E-15 5.6820E-15
  6.9252E-15 7.5874E-15 7.6182E-15 7.1290E-15 6.3047E-15 5.3290E-15 4.3448E-15
  3.4419E-15 2.6647E-15 2.0257E-15 1.5177E-15 1.1241E-15 8.2494E-16 6.0098E-16
  4.3532E-16 3.1389E-16 2.2524E-16 1.6132E-16 1.1528E-16 8.2202E-17 5.8545E-17
  4.1648E-17 2.9602E-17 2.1025E-17 1.4925E-17 1.0590E-17 7.5120E-18 5.3274E-18
  3.7776E-18 2.6784E-18 1.8991E-18 1.3466E-18 9.5491E-19 6.7731E-19 4.8055E-19
  3.4107E-19 2.4220E-19 1.7210E-19 1.2239E-19 8.7127E-20 6.2104E-20 4.4339E-20
 50210701.0920 -1.2460E-02  4.7234E-14  4.2094E-14  3.7513E-14  3.3429E-14
  2.9788E-14 2.6541E-14 2.3646E-14 2.1064E-14 1.8761E-14 1.6707E-14 1.4874E-14
  1.3238E-14 1.1777E-14 1.0473E-14 9.3073E-15 8.2650E-15 7.3322E-15 6.4967E-15
  5.7476E-15 5.0751E-15 4.4709E-15 3.9275E-15 3.4384E-15 2.9981E-15 2.6020E-15
  2.2460E-15 1.9269E-15 1.6419E-15 1.3886E-15 1.1649E-15 9.6897E-16 7.9932E-16
  6.5919E-16 5.7217E-16 6.0570E-16 8.6029E-16 1.3955E-15 2.1514E-15 2.9537E-15
  3.6009E-15 3.9567E-15 3.9882E-15 3.7472E-15 3.3267E-15 2.8216E-15 2.3075E-15
  1.8328E-15 1.4220E-15 1.0830E-15 8.1262E-16 6.0264E-16 4.4274E-16 3.2282E-16
  2.3402E-16 1.6885E-16 1.2118E-16 8.6829E-17 6.2069E-17 4.4271E-17 3.1539E-17
  2.2442E-17 1.5955E-17 1.1334E-17 8.0476E-18 5.7116E-18 4.0524E-18 2.8747E-18
  2.0389E-18 1.4461E-18 1.0257E-18 7.2757E-19 5.1621E-19 3.6635E-19 2.6010E-19
  1.8476E-19 1.3134E-19 9.3440E-20 6.6551E-20 4.7465E-20 3.3911E-20 2.4278E-20
 50210701.1020 -1.0083E-02  3.5292E-14  3.1451E-14  2.8027E-14  2.4975E-14
  2.2254E-14 1.9827E-14 1.7663E-14 1.5734E-14 1.4013E-14 1.2478E-14 1.1108E-14
  9.8852E-15 8.7936E-15 7.8185E-15 6.9471E-15 6.1678E-15 5.4703E-15 4.8455E-15
  4.2852E-15 3.7823E-15 3.3305E-15 2.9242E-15 2.5586E-15 2.2297E-15 1.9340E-15
  1.6684E-15 1.4305E-15 1.2182E-15 1.0297E-15 8.6339E-16 7.1780E-16 5.9196E-16
  4.8910E-16 4.3140E-16 4.8203E-16 7.3626E-16 1.2532E-15 1.9816E-15 2.7611E-15
  3.4007E-15 3.7672E-15 3.8230E-15 3.6127E-15 3.2230E-15 2.7449E-15 2.2524E-15
  1.7940E-15 1.3951E-15 1.0645E-15 7.9992E-16 5.9391E-16 4.3673E-16 3.1867E-16
  2.3112E-16 1.6682E-16 1.1980E-16 8.5862E-17 6.1387E-17 4.3792E-17 3.1200E-17
  2.2201E-17 1.5783E-17 1.1212E-17 7.9600E-18 5.6488E-18 4.0073E-18 2.8422E-18
  2.0155E-18 1.4291E-18 1.0133E-18 7.1855E-19 5.0959E-19 3.6147E-19 2.5647E-19
  1.8205E-19 1.2928E-19 9.1873E-20 6.5343E-20 4.6522E-20 3.3166E-20 2.3683E-20
 50300701.0430 -6.2538E-02  2.7253E-13  2.4278E-13  2.1625E-13  1.9259E-13
  1.7149E-13 1.5266E-13 1.3586E-13 1.2086E-13 1.0747E-13 9.5510E-14 8.4818E-14
  7.5254E-14 6.6694E-14 5.9026E-14 5.2152E-14 4.5982E-14 4.0440E-14 3.5457E-14
  3.0976E-14 2.6944E-14 2.3319E-14 2.0064E-14 1.7149E-14 1.4547E-14 1.2238E-14
  1.0203E-14 8.4233E-15 6.8832E-15 5.5651E-15 4.4506E-15 3.5206E-15 2.7552E-15
  2.1352E-15 1.6470E-15 1.2865E-15 1.0551E-15 9.4422E-16 9.2208E-16 9.4027E-16
  9.5247E-16 9.3040E-16 8.6728E-16 7.7173E-16 6.5869E-16 5.4257E-16 4.3394E-16
  3.3878E-16 2.5937E-16 1.9547E-16 1.4546E-16 1.0716E-16 7.8314E-17 5.6862E-17
  4.1078E-17 2.9555E-17 2.1180E-17 1.5149E-17 1.0813E-17 7.7041E-18 5.4828E-18
  3.8980E-18 2.7690E-18 1.9658E-18 1.3949E-18 9.8938E-19 7.0156E-19 4.9737E-19
  3.5255E-19 2.4987E-19 1.7709E-19 1.2551E-19 8.8961E-20 6.3060E-20 4.4708E-20
  3.1704E-20 2.2489E-20 1.5959E-20 1.1331E-20 8.0503E-21 5.7242E-21 4.0745E-21
 50300701.0530 -4.0023E-02  2.4024E-13  2.1402E-13  1.9064E-13  1.6979E-13
  1.5118E-13 1.3459E-13 1.1978E-13 1.0656E-13 9.4757E-14 8.4211E-14 7.4786E-14
  6.6355E-14 5.8810E-14 5.2051E-14 4.5992E-14 4.0554E-14 3.5669E-14 3.1277E-14
  2.7326E-14 2.3772E-14 2.0576E-14 1.7705E-14 1.5134E-14 1.2839E-14 1.0801E-14
  9.0044E-15 7.4337E-15 6.0740E-15 4.9102E-15 3.9263E-15 3.1053E-15 2.4296E-15
  1.8813E-15 1.4443E-15 1.1058E-15 8.5573E-16 6.8262E-16 5.6980E-16 4.9642E-16
  4.4271E-16 3.9481E-16 3.4614E-16 2.9584E-16 2.4593E-16 1.9907E-16 1.5741E-16
  1.2197E-16 9.2902E-17 6.9781E-17 5.1821E-17 3.8140E-17 2.7865E-17 2.0231E-17
  1.4626E-17 1.0535E-17 7.5248E-18 5.3868E-18 3.8491E-18 2.7430E-18 1.9544E-18
  1.3913E-18 9.8971E-19 7.0373E-19 5.0021E-19 3.5548E-19 2.5261E-19 1.7952E-19
  1.2761E-19 9.0732E-20 6.4546E-20 4.5948E-20 3.2737E-20 2.3351E-20 1.6680E-20
  1.1936E-20 8.5600E-21 6.1556E-21 4.4418E-21 3.2182E-21 2.3431E-21 1.7161E-21
 50300701.0630 -2.7792E-02  1.7943E-13  1.5984E-13  1.4238E-13  1.2680E-13
  1.1291E-13 1.0051E-13 8.9454E-14 7.9581E-14 7.0765E-14 6.2890E-14 5.5850E-14
  4.9554E-14 4.3919E-14 3.8871E-14 3.4345E-14 3.0283E-14 2.6634E-14 2.3353E-14
  2.0401E-14 1.7745E-14 1.5356E-14 1.3211E-14 1.1289E-14 9.5744E-15 8.0520E-15
  6.7101E-15 5.5373E-15 4.5225E-15 3.6543E-15 2.9208E-15 2.3090E-15 1.8059E-15
  1.3992E-15 1.0820E-15 8.5881E-16 7.4173E-16 7.3265E-16 8.0555E-16 9.1007E-16
  9.9358E-16 1.0222E-15 9.8783E-16 9.0175E-16 7.8410E-16 6.5484E-16 5.2923E-16
  4.1651E-16 3.2085E-16 2.4298E-16 1.8151E-16 1.3413E-16 9.8260E-17 7.1484E-17
  5.1724E-17 3.7265E-17 2.6720E-17 1.9127E-17 1.3663E-17 9.7393E-18 6.9348E-18
  4.9325E-18 3.5054E-18 2.4895E-18 1.7671E-18 1.2539E-18 8.8943E-19 6.3080E-19
  4.4731E-19 3.1718E-19 2.2491E-19 1.5950E-19 1.1313E-19 8.0258E-20 5.6957E-20
  4.0438E-20 2.8727E-20 2.0422E-20 1.4532E-20 1.0353E-20 7.3858E-21 5.2788E-21
 50300701.0730 -2.0418E-02  1.3167E-13  1.1730E-13  1.0448E-13  9.3055E-14
  8.2859E-14 7.3762E-14 6.5644E-14 5.8398E-14 5.1927E-14 4.6145E-14 4.0978E-14
  3.6356E-14 3.2218E-14 2.8512E-14 2.5188E-14 2.2205E-14 1.9525E-14 1.7116E-14
  1.4948E-14 1.2997E-14 1.1243E-14 9.6679E-15 8.2572E-15 6.9988E-15 5.8824E-15
  4.8990E-15 4.0401E-15 3.2976E-15 2.6629E-15 2.1270E-15 1.6805E-15 1.3135E-15
  1.0162E-15 7.7949E-16 5.9658E-16 4.6233E-16 3.7107E-16 3.1393E-16 2.7911E-16
  2.5488E-16 2.3268E-16 2.0830E-16 1.8123E-16 1.5289E-16 1.2526E-16 1.0001E-16
  7.8105E-17 5.9867E-17 4.5194E-17 3.3698E-17 2.4881E-17 1.8225E-17 1.3259E-17
  9.6006E-18 6.9241E-18 4.9508E-18 3.5469E-18 2.5360E-18 1.8081E-18 1.2888E-18
  9.1773E-19 6.5300E-19 4.6439E-19 3.3013E-19 2.3463E-19 1.6674E-19 1.1850E-19
  8.4234E-20 5.9893E-20 4.2607E-20 3.0329E-20 2.1608E-20 1.5411E-20 1.1007E-20
  7.8756E-21 5.6475E-21 4.0605E-21 2.9294E-21 2.1219E-21 1.5445E-21 1.1308E-21
 50300701.0830 -1.5632E-02  9.8020E-14  8.7322E-14  7.7782E-14  6.9272E-14
  6.1681E-14 5.4908E-14 4.8863E-14 4.3466E-14 3.8647E-14 3.4341E-14 3.0491E-14
  2.7048E-14 2.3966E-14 2.1204E-14 1.8728E-14 1.6505E-14 1.4507E-14 1.2712E-14
  1.1096E-14 9.6430E-15 8.3365E-15 7.1639E-15 6.1142E-15 5.1785E-15 4.3491E-15
  3.6192E-15 2.9824E-15 2.4324E-15 1.9628E-15 1.5667E-15 1.2370E-15 9.6631E-16
  7.4720E-16 5.7320E-16 4.3968E-16 3.4370E-16 2.8162E-16 2.4647E-16 2.2820E-16
  2.1647E-16 2.0377E-16 1.8665E-16 1.6511E-16 1.4096E-16 1.1649E-16 9.3597E-17
  7.3437E-17 5.6484E-17 4.2751E-17 3.1936E-17 2.3612E-17 1.7311E-17 1.2603E-17
  9.1290E-18 6.5849E-18 4.7140E-18 3.3774E-18 2.4147E-18 1.7218E-18 1.2271E-18
  8.7358E-19 6.2141E-19 4.4177E-19 3.1392E-19 2.2301E-19 1.5840E-19 1.1251E-19
  7.9916E-20 5.6777E-20 4.0351E-20 2.8691E-20 2.0413E-20 1.4536E-20 1.0363E-20
  7.3974E-21 5.2899E-21 3.7908E-21 2.7240E-21 1.9637E-21 1.4212E-21 1.0336E-21
 50300701.0930 -1.2350E-02  7.4509E-14  6.6377E-14  5.9124E-14  5.2654E-14
  4.6883E-14 4.1732E-14 3.7135E-14 3.3031E-14 2.9366E-14 2.6091E-14 2.3163E-14
  2.0543E-14 1.8198E-14 1.6097E-14 1.4212E-14 1.2521E-14 1.1000E-14 9.6337E-15
  8.4044E-15 7.2988E-15 6.3053E-15 5.4140E-15 4.6169E-15 3.9070E-15 3.2784E-15
