   j      e(j)         levid         stwt


 30010701.0300 -3.0563E-01  1.7571E-16  1.5727E-16  1.4092E-16  1.2645E-16
  1.1366E-16 1.0238E-16 9.2478E-17 8.3824E-17 7.6311E-17 6.9853E-17 6.4383E-17
  5.9854E-17 5.6242E-17 5.3554E-17 5.1833E-17 5.1175E-17 5.1752E-17 5.3858E-17
  5.8017E-17 6.5337E-17 7.8777E-17 1.0599E-16 1.6105E-16 2.5830E-16 3.9898E-16
  5.6408E-16 7.2341E-16 8.5181E-16 9.3778E-16 9.8114E-16 9.8723E-16 9.6390E-16
  9.2279E-16 8.8147E-16 8.6206E-16 8.8608E-16 9.6852E-16 1.1111E-15 1.2963E-15
  1.4884E-15 1.6460E-15 1.7118E-15 1.7138E-15 1.6426E-15 1.4887E-15 1.3259E-15
  1.1510E-15 9.5819E-16 7.8470E-16 6.3379E-16 5.1298E-16 4.1190E-16 3.2274E-16
  2.5585E-16 2.0230E-16 1.2788E-16 9.8342E-17 7.5407E-17 5.5164E-17 4.1844E-17
  3.1685E-17 2.3970E-17 1.8136E-17 1.3724E-17 1.0396E-17 7.8882E-18 6.0035E-18
  4.5854E-18 3.5170E-18 2.7124E-18 2.1045E-18 1.6448E-18 1.2955E-18 1.0295E-18
  8.2518E-19 6.6748E-19 5.4520E-19 4.4951E-19 3.7397E-19 3.1386E-19 2.6553E-19
 30010701.0400 -1.2344E-01  5.3286E-16  4.7407E-16  4.2157E-16  3.7466E-16
  3.3273E-16 2.9521E-16 2.6162E-16 2.3151E-16 2.0449E-16 1.8021E-16 1.5835E-16
  1.3864E-16 1.2083E-16 1.0471E-16 9.0102E-17 7.6862E-17 6.4886E-17 5.4117E-17
  4.4574E-17 3.6438E-17 3.0381E-17 2.8389E-17 3.4388E-17 5.2779E-17 8.4677E-17
  1.2549E-16 1.6690E-16 2.0127E-16 2.2451E-16 2.3593E-16 2.3680E-16 2.2933E-16
  2.1704E-16 2.0690E-16 2.1196E-16 2.5098E-16 3.4225E-16 4.9181E-16 6.8257E-16
  8.7591E-16 1.0278E-15 1.1052E-15 1.1048E-15 1.0371E-15 9.2152E-16 7.8704E-16
  6.4993E-16 5.2033E-16 4.0773E-16 3.1409E-16 2.3945E-16 1.8076E-16 1.3480E-16
  1.0038E-16 7.4480E-17 5.1705E-17 3.7800E-17 2.7577E-17 1.9817E-17 1.4386E-17
  1.0436E-17 7.5683E-18 5.4891E-18 3.9837E-18 2.8945E-18 2.1061E-18 1.5355E-18
  1.1227E-18 8.2354E-19 6.0660E-19 4.4902E-19 3.3433E-19 2.5065E-19 1.8938E-19
  1.4435E-19 1.1114E-19 8.6464E-20 6.8031E-20 5.4153E-20 4.3612E-20 3.5539E-20
 30010701.0500 -6.7347E-02  7.1127E-16  6.3303E-16  5.6319E-16  5.0083E-16
  4.4511E-16 3.9530E-16 3.5075E-16 3.1086E-16 2.7511E-16 2.4303E-16 2.1421E-16
  1.8827E-16 1.6489E-16 1.4378E-16 1.2469E-16 1.0740E-16 9.1753E-17 7.7608E-17
  6.4886E-17 5.3594E-17 4.3968E-17 3.6836E-17 3.3902E-17 3.7126E-17 4.7056E-17
  6.1716E-17 7.7404E-17 9.0639E-17 9.9454E-17 1.0340E-16 1.0294E-16 9.9019E-17
  9.3410E-17 9.0398E-17 9.8710E-17 1.2920E-16 1.8693E-16 2.6462E-16 3.4458E-16
  4.0746E-16 4.4065E-16 4.4055E-16 4.1379E-16 3.6899E-16 3.1460E-16 2.5992E-16
  2.0909E-16 1.6400E-16 1.2647E-16 9.6223E-17 7.2674E-17 5.4479E-17 4.0410E-17
  2.9983E-17 2.2195E-17 1.5317E-17 1.1182E-17 8.1515E-18 5.8495E-18 4.2462E-18
  3.0807E-18 2.2351E-18 1.6221E-18 1.1783E-18 8.5700E-19 6.2428E-19 4.5589E-19
  3.3385E-19 2.4536E-19 1.8111E-19 1.3439E-19 1.0034E-19 7.5447E-20 5.7190E-20
  4.3747E-20 3.3809E-20 2.6400E-20 2.0860E-20 1.6672E-20 1.3480E-20 1.1026E-20
 30010701.0600 -4.2406E-02  6.3257E-16  5.6298E-16  5.0086E-16  4.4538E-16
  3.9582E-16 3.5151E-16 3.1186E-16 2.7637E-16 2.4456E-16 2.1601E-16 1.9037E-16
  1.6730E-16 1.4651E-16 1.2776E-16 1.1081E-16 9.5480E-17 8.1623E-17 6.9116E-17
  5.7876E-17 4.7874E-17 3.9212E-17 3.2306E-17 2.8041E-17 2.7438E-17 3.0773E-17
  3.6976E-17 4.4051E-17 5.0102E-17 5.4027E-17 5.5537E-17 5.4845E-17 5.2450E-17
  4.9488E-17 4.9387E-17 6.0379E-17 9.5342E-17 1.6610E-16 2.7460E-16 4.0728E-16
  5.3799E-16 6.3867E-16 6.9040E-16 6.9004E-16 6.4594E-16 5.7257E-16 4.8608E-16
  3.9833E-16 3.1697E-16 2.4654E-16 1.8830E-16 1.4185E-16 1.0566E-16 7.7903E-17
  5.7100E-17 4.1631E-17 2.9725E-17 2.1450E-17 1.5436E-17 1.1045E-17 7.9139E-18
  5.6630E-18 4.0486E-18 2.8929E-18 2.0665E-18 1.4761E-18 1.0546E-18 7.5387E-19
  5.3929E-19 3.8621E-19 2.7699E-19 1.9903E-19 1.4335E-19 1.0355E-19 7.5072E-20
  5.4663E-20 4.0017E-20 2.9473E-20 2.1872E-20 1.6367E-20 1.2364E-20 9.4402E-21
 30010701.0700 -2.9146E-02  5.2418E-16  4.6646E-16  4.1493E-16  3.6891E-16
  3.2778E-16 2.9101E-16 2.5810E-16 2.2863E-16 2.0222E-16 1.7851E-16 1.5720E-16
  1.3803E-16 1.2075E-16 1.0517E-16 9.1091E-17 7.8377E-17 6.6900E-17 5.6563E-17
  4.7297E-17 3.9067E-17 3.1920E-17 2.6088E-17 2.2080E-17 2.0484E-17 2.1444E-17
  2.4302E-17 2.7849E-17 3.0931E-17 3.2864E-17 3.3454E-17 3.2808E-17 3.1228E-17
  2.9541E-17 3.0599E-17 4.1364E-17 7.1783E-17 1.2805E-16 2.0553E-16 2.8875E-16
  3.5864E-16 4.0108E-16 4.1100E-16 3.9237E-16 3.5353E-16 3.0374E-16 2.5143E-16
  2.0193E-16 1.5812E-16 1.2143E-16 9.1819E-17 6.8638E-17 5.0823E-17 3.7300E-17
  2.7249E-17 1.9820E-17 1.4094E-17 1.0157E-17 7.3025E-18 5.2195E-18 3.7385E-18
  2.6750E-18 1.9127E-18 1.3672E-18 9.7710E-19 6.9842E-19 4.9941E-19 3.5736E-19
  2.5595E-19 1.8356E-19 1.3187E-19 9.4941E-20 6.8539E-20 4.9644E-20 3.6104E-20
  2.6385E-20 1.9398E-20 1.4356E-20 1.0712E-20 8.0651E-21 6.1337E-21 4.7171E-21
 30010701.0800 -2.1261E-02  4.2928E-16  3.8195E-16  3.3970E-16  3.0194E-16
  2.6820E-16 2.3801E-16 2.1100E-16 1.8679E-16 1.6509E-16 1.4560E-16 1.2809E-16
  1.1233E-16 9.8123E-17 8.5312E-17 7.3752E-17 6.3323E-17 5.3926E-17 4.5485E-17
  3.7941E-17 3.1263E-17 2.5469E-17 2.0698E-17 1.7263E-17 1.5524E-17 1.5558E-17
  1.6925E-17 1.8833E-17 2.0523E-17 2.1542E-17 2.1751E-17 2.1208E-17 2.0109E-17
  1.9093E-17 2.0590E-17 3.1043E-17 6.1068E-17 1.2081E-16 2.1234E-16 3.2465E-16
  4.3594E-16 5.2253E-16 5.6844E-16 5.7034E-16 5.3518E-16 4.7523E-16 4.0368E-16
  3.3076E-16 2.6317E-16 2.0457E-16 1.5609E-16 1.1737E-16 8.7225E-17 6.4189E-17
  4.6908E-17 3.4083E-17 2.4486E-17 1.7625E-17 1.2650E-17 9.0445E-18 6.4629E-18
  4.6116E-18 3.2870E-18 2.3410E-18 1.6663E-18 1.1856E-18 8.4345E-19 6.0003E-19
  4.2692E-19 3.0386E-19 2.1639E-19 1.5421E-19 1.1001E-19 7.8577E-20 5.6219E-20
  4.0305E-20 2.8972E-20 2.0889E-20 1.5121E-20 1.0997E-20 8.0421E-21 5.9203E-21
 30010701.0900 -1.6192E-02  3.5280E-16  3.1385E-16  2.7907E-16  2.4799E-16
  2.2020E-16 1.9533E-16 1.7307E-16 1.5312E-16 1.3522E-16 1.1914E-16 1.0469E-16
  9.1675E-17 7.9952E-17 6.9382E-17 5.9852E-17 5.1266E-17 4.3547E-17 3.6631E-17
  3.0472E-17 2.5040E-17 2.0339E-17 1.6453E-17 1.3585E-17 1.1967E-17 1.1638E-17
  1.2287E-17 1.3364E-17 1.4342E-17 1.4904E-17 1.4947E-17 1.4505E-17 1.3751E-17
  1.3539E-17 1.7702E-17 3.7087E-17 9.0957E-17 2.0054E-16 3.7524E-16 5.9955E-16
  8.3265E-16 1.0246E-15 1.1376E-15 1.1595E-15 1.1012E-15 9.8697E-16 8.4417E-16
  6.9525E-16 5.5538E-16 4.3297E-16 3.3102E-16 2.4920E-16 1.8529E-16 1.3640E-16
  9.9638E-17 7.2334E-17 5.2147E-17 3.7511E-17 2.6898E-17 1.9232E-17 1.3729E-17
  9.7848E-18 6.9654E-18 4.9537E-18 3.5204E-18 2.5005E-18 1.7753E-18 1.2600E-18
  8.9420E-19 6.3453E-19 4.5028E-19 3.1958E-19 2.2686E-19 1.6110E-19 1.1446E-19
  8.1375E-20 5.7902E-20 4.1242E-20 2.9416E-20 2.1016E-20 1.5046E-20 1.0800E-20
 30010701.1000 -1.2742E-02  2.9266E-16  2.6031E-16  2.3141E-16  2.0557E-16
  1.8247E-16 1.6179E-16 1.4326E-16 1.2665E-16 1.1175E-16 9.8358E-17 8.6314E-17
  7.5473E-17 6.5706E-17 5.6906E-17 4.8980E-17 4.1851E-17 3.5455E-17 2.9742E-17
  2.4672E-17 2.0218E-17 1.6375E-17 1.3195E-17 1.0813E-17 9.3849E-18 8.9276E-18
  9.2118E-18 9.8384E-18 1.0427E-17 1.0746E-17 1.0715E-17 1.0355E-17 9.7521E-18
  9.2050E-18 9.9061E-18 1.5247E-17 3.1634E-17 6.7067E-17 1.2663E-16 2.0683E-16
  2.9384E-16 3.6874E-16 4.1599E-16 4.2935E-16 4.1176E-16 3.7188E-16 3.2000E-16
  2.6481E-16 2.1232E-16 1.6602E-16 1.2724E-16 9.5983E-17 7.1492E-17 5.2702E-17
  3.8550E-17 2.8021E-17 2.0192E-17 1.4536E-17 1.0432E-17 7.4613E-18 5.3296E-18
  3.8009E-18 2.7074E-18 1.9267E-18 1.3701E-18 9.7383E-19 6.9192E-19 4.9152E-19
  3.4914E-19 2.4802E-19 1.7622E-19 1.2525E-19 8.9062E-20 6.3375E-20 4.5137E-20
  3.2184E-20 2.2983E-20 1.6441E-20 1.1789E-20 8.4771E-21 6.1165E-21 4.4318E-21
 30010701.1100 -1.0287E-02  2.4530E-16  2.1814E-16  1.9388E-16  1.7218E-16
  1.5277E-16 1.3538E-16 1.1981E-16 1.0584E-16 9.3294E-17 8.2023E-17 7.1884E-17
  6.2758E-17 5.4540E-17 4.7140E-17 4.0483E-17 3.4505E-17 2.9156E-17 2.4392E-17
  2.0179E-17 1.6491E-17 1.3320E-17 1.0697E-17 8.7140E-18 7.4781E-18 6.9944E-18
  7.0876E-18 7.4587E-18 7.8231E-18 8.0053E-18 7.9439E-18 7.6506E-18 7.1889E-18
  6.7978E-18 7.4867E-18 1.2314E-17 2.7716E-17 6.3145E-17 1.2664E-16 2.1711E-16
  3.2018E-16 4.1323E-16 4.7604E-16 4.9901E-16 4.8414E-16 4.4108E-16 3.8203E-16
  3.1770E-16 2.5570E-16 2.0051E-16 1.5400E-16 1.1635E-16 8.6756E-17 6.4007E-17
  4.6839E-17 3.4052E-17 2.4574E-17 1.7692E-17 1.2696E-17 9.0822E-18 6.4862E-18
  4.6246E-18 3.2930E-18 2.3425E-18 1.6651E-18 1.1829E-18 8.3992E-19 5.9623E-19
  4.2317E-19 3.0032E-19 2.1314E-19 1.5129E-19 1.0741E-19 7.6285E-20 5.4207E-20
  3.8545E-20 2.7432E-20 1.9544E-20 1.3944E-20 9.9660E-21 7.1382E-21 5.1265E-21
 30100800.0000 -9.9122E-01  3.7741E-12  3.3638E-12  2.9981E-12  2.6722E-12
  2.3818E-12 2.1229E-12 1.8922E-12 1.6866E-12 1.5034E-12 1.3402E-12 1.1947E-12
  1.0651E-12 9.4960E-13 8.4672E-13 7.5508E-13 6.7345E-13 6.0077E-13 5.3606E-13
  4.7846E-13 4.2722E-13 3.8166E-13 3.4116E-13 3.0520E-13 2.7338E-13 2.4556E-13
  2.2192E-13 2.0270E-13 1.8768E-13 1.7596E-13 1.6619E-13 1.5715E-13 1.4807E-13
  1.3873E-13 1.2936E-13 1.2036E-13 1.1219E-13 1.0523E-13 9.9722E-14 9.5774E-14
  9.3231E-14 9.1640E-14 8.8177E-14 8.5536E-14 8.1937E-14 7.4902E-14 6.8881E-14
  6.2218E-14 5.3530E-14 4.5453E-14 3.8097E-14 3.2128E-14 2.6816E-14 2.1684E-14
  1.7770E-14 1.4483E-14 9.0901E-15 7.1872E-15 5.6516E-15 4.2112E-15 3.2617E-15
  2.5179E-15 1.9378E-15 1.4884E-15 1.1419E-15 8.7554E-16 6.7166E-16 5.1582E-16
  3.9692E-16 3.0644E-16 2.3753E-16 1.8498E-16 1.4489E-16 1.1427E-16 9.0759E-17
  7.2693E-17 5.8685E-17 4.7800E-17 3.9283E-17 3.2559E-17 2.7222E-17 2.2937E-17
 30100701.0310 -1.9251E-01  7.2937E-14  6.4992E-14  5.7910E-14  5.1596E-14
  4.5967E-14 4.0947E-14 3.6471E-14 3.2479E-14 2.8918E-14 2.5740E-14 2.2904E-14
  2.0373E-14 1.8112E-14 1.6092E-14 1.4287E-14 1.2673E-14 1.1229E-14 9.9362E-15
  8.7791E-15 7.7434E-15 6.8169E-15 5.9896E-15 5.2528E-15 4.6001E-15 4.0263E-15
  3.5282E-15 3.1037E-15 2.7515E-15 2.4706E-15 2.2594E-15 2.1158E-15 2.0393E-15
  2.0375E-15 2.1381E-15 2.3860E-15 2.8101E-15 3.3845E-15 4.0245E-15 4.6200E-15
  5.0764E-15 5.3378E-15 5.3012E-15 5.1274E-15 4.8033E-15 4.2825E-15 3.7936E-15
  3.2954E-15 2.7450E-15 2.2564E-15 1.8330E-15 1.4979E-15 1.2151E-15 9.5908E-16
  7.6815E-16 6.1352E-16 3.7845E-16 2.9337E-16 2.2673E-16 1.6592E-16 1.2664E-16
  9.6523E-17 7.3473E-17 5.5891E-17 4.2523E-17 3.2388E-17 2.4723E-17 1.8920E-17
  1.4528E-17 1.1210E-17 8.6961E-18 6.7886E-18 5.3383E-18 4.2306E-18 3.3816E-18
  2.7271E-18 2.2188E-18 1.8228E-18 1.5104E-18 1.2624E-18 1.0643E-18 9.0389E-19
 30100701.0410 -9.1856E-02  5.3075E-14  4.7287E-14  4.2128E-14  3.7527E-14
  3.3424E-14 2.9765E-14 2.6501E-14 2.3589E-14 2.0990E-14 1.8670E-14 1.6598E-14
  1.4746E-14 1.3091E-14 1.1610E-14 1.0284E-14 9.0963E-15 8.0309E-15 7.0746E-15
  6.2155E-15 5.4435E-15 4.7497E-15 4.1265E-15 3.5679E-15 3.0687E-15 2.6252E-15
  2.2344E-15 1.8943E-15 1.6030E-15 1.3588E-15 1.1594E-15 1.0022E-15 8.8493E-16
  8.0882E-16 7.8837E-16 8.5974E-16 1.0662E-15 1.4188E-15 1.8691E-15 2.3227E-15
  2.6818E-15 2.8829E-15 2.8862E-15 2.7532E-15 2.5136E-15 2.1892E-15 1.8693E-15
  1.5607E-15 1.2611E-15 1.0045E-15 7.9073E-16 6.2306E-16 4.8803E-16 3.7502E-16
  2.9107E-16 2.2565E-16 1.4501E-16 1.0969E-16 8.2835E-17 6.0089E-17 4.5018E-17
  3.3693E-17 2.5213E-17 1.8867E-17 1.4142E-17 1.0615E-17 7.9871E-18 6.0284E-18
  4.5694E-18 3.4800E-18 2.6659E-18 2.0558E-18 1.5975E-18 1.2517E-18 9.8946E-19
  7.8970E-19 6.3674E-19 5.1828E-19 4.2627E-19 3.5386E-19 2.9637E-19 2.5040E-19
 30100701.0510 -5.3963E-02  3.7362E-14  3.3287E-14  2.9653E-14  2.6412E-14
  2.3522E-14 2.0944E-14 1.8644E-14 1.6591E-14 1.4758E-14 1.3122E-14 1.1660E-14
  1.0353E-14 9.1834E-15 8.1366E-15 7.1989E-15 6.3580E-15 5.6033E-15 4.9254E-15
  4.3161E-15 3.7683E-15 3.2758E-15 2.8336E-15 2.4373E-15 2.0834E-15 1.7692E-15
  1.4925E-15 1.2516E-15 1.0448E-15 8.7028E-16 7.2602E-16 6.0973E-16 5.1919E-16
  4.5353E-16 4.1740E-16 4.2601E-16 5.0139E-16 6.5524E-16 8.7218E-16 1.1097E-15
  1.3154E-15 1.4479E-15 1.4793E-15 1.4309E-15 1.3176E-15 1.1546E-15 9.8609E-16
  8.2062E-16 6.6124E-16 5.2409E-16 4.0989E-16 3.1989E-16 2.4794E-16 1.8893E-16
  1.4500E-16 1.1113E-16 7.2780E-17 5.4542E-17 4.0811E-17 2.9518E-17 2.1934E-17
  1.6286E-17 1.2091E-17 8.9826E-18 6.6821E-18 4.9792E-18 3.7184E-18 2.7869E-18
  2.0968E-18 1.5852E-18 1.2054E-18 9.2277E-19 7.1184E-19 5.5369E-19 4.3464E-19
  3.4451E-19 2.7596E-19 2.2321E-19 1.8256E-19 1.5077E-19 1.2570E-19 1.0576E-19
 30100701.0610 -3.5520E-02  2.6634E-14  2.3727E-14  2.1134E-14  1.8823E-14
  1.6761E-14 1.4921E-14 1.3279E-14 1.1814E-14 1.0505E-14 9.3362E-15 8.2913E-15
  7.3569E-15 6.5206E-15 5.7716E-15 5.1003E-15 4.4980E-15 3.9573E-15 3.4715E-15
  3.0348E-15 2.6424E-15 2.2899E-15 1.9737E-15 1.6909E-15 1.4390E-15 1.2160E-15
  1.0201E-15 8.5008E-16 7.0443E-16 5.8162E-16 4.7991E-16 3.9745E-16 3.3254E-16
  2.8494E-16 2.6053E-16 2.7739E-16 3.6215E-16 5.2996E-16 7.6419E-16 1.0169E-15
  1.2302E-15 1.3611E-15 1.3888E-15 1.3315E-15 1.2105E-15 1.0488E-15 8.8131E-16
  7.2057E-16 5.7255E-16 4.4709E-16 3.4433E-16 2.6370E-16 2.0046E-16 1.5039E-16
  1.1317E-16 8.5006E-17 5.7434E-17 4.2381E-17 3.1229E-17 2.2483E-17 1.6479E-17
  1.2073E-17 8.8437E-18 6.4841E-18 4.7589E-18 3.4981E-18 2.5769E-18 1.9041E-18
  1.4119E-18 1.0515E-18 7.8726E-19 5.9308E-19 4.5001E-19 3.4419E-19 2.6564E-19
  2.0701E-19 1.6306E-19 1.2978E-19 1.0451E-19 8.5082E-20 7.0001E-20 5.8193E-20
 30100701.0710 -2.5146E-02  1.9496E-14  1.7367E-14  1.5468E-14  1.3775E-14
  1.2264E-14 1.0916E-14 9.7121E-15 8.6377E-15 7.6780E-15 6.8204E-15 6.0536E-15
  5.3676E-15 4.7533E-15 4.2029E-15 3.7094E-15 3.2665E-15 2.8687E-15 2.5114E-15
  2.1903E-15 1.9020E-15 1.6433E-15 1.4118E-15 1.2052E-15 1.0218E-15 8.5987E-16
  7.1825E-16 5.9573E-16 4.9113E-16 4.0315E-16 3.3036E-16 2.7128E-16 2.2450E-16
  1.8907E-16 1.6588E-16 1.5980E-16 1.7929E-16 2.3103E-16 3.1286E-16 4.1099E-16
  5.0413E-16 5.7206E-16 5.9985E-16 5.9103E-16 5.5090E-16 4.8726E-16 4.1721E-16
  3.4671E-16 2.7900E-16 2.2026E-16 1.7126E-16 1.3237E-16 1.0147E-16 7.6622E-17
  5.8067E-17 4.3909E-17 2.9451E-17 2.1836E-17 1.6164E-17 1.1656E-17 8.5766E-18
  6.3069E-18 4.6367E-18 3.4121E-18 2.5133E-18 1.8543E-18 1.3712E-18 1.0172E-18
  7.5729E-19 5.6640E-19 4.2597E-19 3.2241E-19 2.4583E-19 1.8898E-19 1.4661E-19
  1.1485E-19 9.0951E-20 7.2764E-20 5.8889E-20 4.8170E-20 3.9807E-20 3.3226E-20
 30100701.0810 -1.8734E-02  1.4684E-14  1.3079E-14  1.1648E-14  1.0371E-14
  9.2316E-15 8.2149E-15 7.3072E-15 6.4966E-15 5.7724E-15 5.1249E-15 4.5458E-15
  4.0275E-15 3.5633E-15 3.1472E-15 2.7739E-15 2.4388E-15 2.1380E-15 1.8678E-15
  1.6252E-15 1.4076E-15 1.2127E-15 1.0386E-15 8.8378E-16 7.4669E-16 6.2616E-16
  5.2112E-16 4.3058E-16 3.5355E-16 2.8895E-16 2.3561E-16 1.9236E-16 1.5824E-16
  1.3413E-16 1.2864E-16 1.6683E-16 2.8673E-16 5.1325E-16 8.2911E-16 1.1728E-15
  1.4666E-15 1.6510E-15 1.7016E-15 1.6340E-15 1.4806E-15 1.2780E-15 1.0635E-15
  8.5866E-16 6.7525E-16 5.2084E-16 3.9560E-16 2.9733E-16 2.2143E-16 1.6330E-16
  1.2007E-16 8.7944E-17 6.1889E-17 4.4822E-17 3.2396E-17 2.3192E-17 1.6694E-17
  1.2007E-17 8.6315E-18 6.2053E-18 4.4621E-18 3.2104E-18 2.3122E-18 1.6676E-18
  1.2049E-18 8.7258E-19 6.3382E-19 4.6207E-19 3.3834E-19 2.4906E-19 1.8448E-19
  1.3763E-19 1.0357E-19 7.8642E-20 6.0358E-20 4.6846E-20 3.6788E-20 2.9247E-20
 30100701.0910 -1.4496E-02  1.1347E-14  1.0106E-14  8.9993E-15  8.0116E-15
  7.1302E-15 6.3434E-15 5.6407E-15 5.0131E-15 4.4522E-15 3.9506E-15 3.5018E-15
  3.0999E-15 2.7399E-15 2.4170E-15 2.1274E-15 1.8675E-15 1.6341E-15 1.4246E-15
  1.2367E-15 1.0684E-15 9.1801E-16 7.8400E-16 6.6511E-16 5.6022E-16 4.6831E-16
  3.8851E-16 3.1998E-16 2.6187E-16 2.1328E-16 1.7325E-16 1.4083E-16 1.1530E-16
  9.7695E-17 9.6613E-17 1.3694E-16 2.5682E-16 4.8203E-16 7.9668E-16 1.1404E-15
  1.4359E-15 1.6230E-15 1.6774E-15 1.6129E-15 1.4622E-15 1.2624E-15 1.0498E-15
  8.4644E-16 6.6491E-16 5.1211E-16 3.8827E-16 2.9106E-16 2.1611E-16 1.5897E-16
  1.1645E-16 8.4952E-17 6.0191E-17 4.3462E-17 3.1314E-17 2.2397E-17 1.6073E-17
  1.1524E-17 8.2567E-18 5.9147E-18 4.2371E-18 3.0361E-18 2.1769E-18 1.5624E-18
  1.1228E-18 8.0828E-19 5.8316E-19 4.2191E-19 3.0629E-19 2.2328E-19 1.6358E-19
  1.2056E-19 8.9484E-20 6.6943E-20 5.0552E-20 3.8565E-20 2.9746E-20 2.3220E-20
 30100701.1010 -1.1548E-02  8.9696E-15  7.9880E-15  7.1122E-15  6.3307E-15
  5.6331E-15 5.0102E-15 4.4538E-15 3.9567E-15 3.5122E-15 3.1146E-15 2.7588E-15
  2.4400E-15 2.1544E-15 1.8982E-15 1.6684E-15 1.4621E-15 1.2770E-15 1.1110E-15
  9.6231E-16 8.2934E-16 7.1075E-16 6.0537E-16 5.1215E-16 4.3018E-16 3.5860E-16
  2.9667E-16 2.4366E-16 1.9885E-16 1.6149E-16 1.3078E-16 1.0594E-16 8.6259E-17
  7.1293E-17 6.1622E-17 6.0069E-17 7.1682E-17 1.0089E-16 1.4736E-16 2.0392E-16
  2.5861E-16 2.9951E-16 3.1840E-16 3.1562E-16 2.9458E-16 2.6067E-16 2.2216E-16
  1.8330E-16 1.4666E-16 1.1493E-16 8.8588E-17 6.7637E-17 5.1154E-17 3.8204E-17
  2.8517E-17 2.1218E-17 1.4630E-17 1.0715E-17 7.8325E-18 5.6281E-18 4.0933E-18
  2.9750E-18 2.1615E-18 1.5712E-18 1.1430E-18 8.3232E-19 6.0728E-19 4.4412E-19
  3.2575E-19 2.3982E-19 1.7736E-19 1.3188E-19 9.8688E-20 7.4392E-20 5.6545E-20
  4.3378E-20 3.3626E-20 2.6342E-20 2.0880E-20 1.6742E-20 1.3579E-20 1.1140E-20
 30210701.0320 -1.1223E-01  3.7479E-13  3.3397E-13  2.9759E-13  2.6515E-13
  2.3622E-13 2.1044E-13 1.8744E-13 1.6693E-13 1.4863E-13 1.3230E-13 1.1773E-13
  1.0472E-13 9.3104E-14 8.2724E-14 7.3445E-14 6.5144E-14 5.7713E-14 5.1056E-14
  4.5086E-14 3.9728E-14 3.4914E-14 3.0587E-14 2.6697E-14 2.3203E-14 2.0069E-14
  1.7265E-14 1.4764E-14 1.2540E-14 1.0570E-14 8.8358E-15 7.3197E-15 6.0089E-15
  4.9072E-15 4.0733E-15 3.6492E-15 3.7932E-15 4.5261E-15 5.6394E-15 6.7714E-15
  7.5790E-15 7.8712E-15 7.6318E-15 6.9829E-15 6.0870E-15 5.0953E-15 4.1334E-15
  3.2677E-15 2.5273E-15 1.9225E-15 1.4433E-15 1.0734E-15 7.9197E-16 5.7972E-16
  4.2297E-16 3.0756E-16 2.1760E-16 1.5682E-16 1.1281E-16 8.0607E-17 5.7792E-17
  4.1403E-17 2.9649E-17 2.1227E-17 1.5200E-17 1.0888E-17 7.8042E-18 5.5989E-18
  4.0223E-18 2.8944E-18 2.0874E-18 1.5094E-18 1.0951E-18 7.9770E-19 5.8389E-19
  4.2987E-19 3.1869E-19 2.3809E-19 1.7950E-19 1.3669E-19 1.0522E-19 8.1975E-20
 30210701.0420 -6.3118E-02  2.2537E-13  2.0082E-13  1.7894E-13  1.5943E-13
  1.4204E-13 1.2653E-13 1.1271E-13 1.0037E-13 8.9376E-14 7.9564E-14 7.0808E-14
  6.2992E-14 5.6012E-14 4.9777E-14 4.4203E-14 3.9217E-14 3.4755E-14 3.0757E-14
  2.7172E-14 2.3954E-14 2.1064E-14 1.8466E-14 1.6136E-14 1.4053E-14 1.2200E-14
  1.0556E-14 9.0967E-15 7.7970E-15 6.6358E-15 5.5993E-15 4.6789E-15 3.8715E-15
  3.1914E-15 2.7167E-15 2.6410E-15 3.2133E-15 4.5288E-15 6.3620E-15 8.2326E-15
  9.6466E-15 1.0308E-14 1.0179E-14 9.4200E-15 8.2683E-15 6.9519E-15 5.6493E-15
  4.4665E-15 3.4533E-15 2.6236E-15 1.9656E-15 1.4569E-15 1.0705E-15 7.8073E-16
  5.6662E-16 4.0953E-16 2.9257E-16 2.0990E-16 1.5028E-16 1.0722E-16 7.6508E-17
  5.4540E-17 3.8851E-17 2.7660E-17 1.9687E-17 1.4010E-17 9.9699E-18 7.0963E-18
  5.0527E-18 3.5995E-18 2.5662E-18 1.8314E-18 1.3086E-18 9.3665E-19 6.7177E-19
  4.8302E-19 3.4841E-19 2.5226E-19 1.8351E-19 1.3423E-19 9.8828E-20 7.3324E-20
 30210702.0300 -5.7096E-02  1.7697E-15  1.5780E-15  1.4071E-15  1.2550E-15
  1.1195E-15 9.9886E-16 8.9151E-16 7.9602E-16 7.1113E-16 6.3575E-16 5.6888E-16
  5.0969E-16 4.5744E-16 4.1153E-16 3.7149E-16 3.3698E-16 3.0790E-16 2.8450E-16
  2.6780E-16 2.6184E-16 2.8423E-16 3.9531E-16 7.2767E-16 1.4469E-15 2.6192E-15
  4.1012E-15 5.5773E-15 6.7183E-15 7.3245E-15 7.3683E-15 6.9511E-15 6.2310E-15
  5.3648E-15 4.4790E-15 3.6667E-15 3.0068E-15 2.5863E-15 2.4942E-15 2.7711E-15
  3.3573E-15 4.0988E-15 4.6559E-15 5.1195E-15 5.3244E-15 5.1078E-15 4.8259E-15
  4.4075E-15 3.7948E-15 3.2028E-15 2.6571E-15 2.2136E-15 1.8239E-15 1.4544E-15
