   j      e(j)         levid         stwt


  1.3265E-14 1.1549E-14 1.0006E-14 8.6204E-15 7.3785E-15 6.2697E-15 5.2844E-15
  4.4146E-15 3.6529E-15 2.9921E-15 2.4249E-15 1.9440E-15 1.5425E-15 1.2240E-15
  1.0472E-15 1.2257E-15 2.1642E-15 4.2325E-15 7.3770E-15 1.0981E-14 1.4156E-14
  1.6186E-14 1.6792E-14 1.6115E-14 1.4531E-14 1.2470E-14 1.0286E-14 8.2230E-15
  6.4115E-15 4.9009E-15 3.6877E-15 2.7402E-15 2.0161E-15 1.4716E-15 1.0674E-15
  7.7044E-16 5.5379E-16 3.9687E-16 2.8370E-16 2.0239E-16 1.4416E-16 1.0256E-16
  7.2890E-17 5.1762E-17 3.6736E-17 2.6059E-17 1.8478E-17 1.3098E-17 9.2825E-18
  6.5772E-18 4.6597E-18 3.3009E-18 2.3381E-18 1.6561E-18 1.1730E-18 8.3085E-19
  5.8851E-19 4.1688E-19 2.9533E-19 2.0924E-19 1.4828E-19 1.0510E-19 7.4510E-20
 30300501.0530 -4.0178E-02  1.0160E-13  9.0512E-14  8.0625E-14  7.1808E-14
  6.3943E-14 5.6928E-14 5.0667E-14 4.5079E-14 4.0090E-14 3.5633E-14 3.1650E-14
  2.8089E-14 2.4901E-14 2.2047E-14 1.9488E-14 1.7192E-14 1.5130E-14 1.3277E-14
  1.1610E-14 1.0110E-14 8.7618E-15 7.5503E-15 6.4643E-15 5.4943E-15 4.6320E-15
  3.8706E-15 3.2035E-15 2.6246E-15 2.1276E-15 1.7063E-15 1.3559E-15 1.0825E-15
  9.3205E-16 1.0449E-15 1.6680E-15 3.0174E-15 5.0465E-15 7.3607E-15 9.3941E-15
  1.0689E-14 1.1066E-14 1.0611E-14 9.5665E-15 8.2105E-15 6.7750E-15 5.4179E-15
  4.2258E-15 3.2312E-15 2.4319E-15 1.8075E-15 1.3301E-15 9.7104E-16 7.0446E-16
  5.0851E-16 3.6554E-16 2.6198E-16 1.8729E-16 1.3362E-16 9.5181E-17 6.7715E-17
  4.8127E-17 3.4178E-17 2.4257E-17 1.7207E-17 1.2201E-17 8.6492E-18 6.1297E-18
  4.3433E-18 3.0771E-18 2.1798E-18 1.5441E-18 1.0937E-18 7.7469E-19 5.4872E-19
  3.8868E-19 2.7534E-19 1.9506E-19 1.3821E-19 9.7945E-20 6.9426E-20 4.9224E-20
 30300501.0630 -2.7894E-02  7.5201E-14  6.6995E-14  5.9677E-14  5.3151E-14
  4.7330E-14 4.2137E-14 3.7504E-14 3.3368E-14 2.9675E-14 2.6377E-14 2.3429E-14
  2.0793E-14 1.8434E-14 1.6321E-14 1.4427E-14 1.2728E-14 1.1202E-14 9.8300E-15
  8.5960E-15 7.4856E-15 6.4869E-15 5.5895E-15 4.7851E-15 4.0666E-15 3.4278E-15
  2.8638E-15 2.3697E-15 1.9410E-15 1.5732E-15 1.2615E-15 1.0034E-15 8.0586E-16
  6.9911E-16 7.4169E-16 9.9507E-16 1.4701E-15 2.0884E-15 2.7023E-15 3.1612E-15
  3.3741E-15 3.3305E-15 3.0811E-15 2.7033E-15 2.2722E-15 1.8450E-15 1.4571E-15
  1.1255E-15 8.5413E-16 6.3908E-16 4.7281E-16 3.4669E-16 2.5239E-16 1.8272E-16
  1.3168E-16 9.4529E-17 6.7687E-17 4.8358E-17 3.4484E-17 2.4558E-17 1.7469E-17
  1.2415E-17 8.8176E-18 6.2589E-18 4.4407E-18 3.1497E-18 2.2334E-18 1.5833E-18
  1.1223E-18 7.9546E-19 5.6376E-19 3.9954E-19 2.8316E-19 2.0068E-19 1.4224E-19
  1.0084E-19 7.1494E-20 5.0702E-20 3.5967E-20 2.5524E-20 1.8122E-20 1.2875E-20
 30300501.0730 -2.0486E-02  5.4778E-14  4.8800E-14  4.3470E-14  3.8717E-14
  3.4476E-14 3.0694E-14 2.7318E-14 2.4305E-14 2.1615E-14 1.9212E-14 1.7065E-14
  1.5144E-14 1.3425E-14 1.1886E-14 1.0506E-14 9.2676E-15 8.1553E-15 7.1553E-15
  6.2558E-15 5.4464E-15 4.7184E-15 4.0644E-15 3.4782E-15 2.9547E-15 2.4895E-15
  2.0788E-15 1.7193E-15 1.4076E-15 1.1403E-15 9.1389E-16 7.2641E-16 5.8590E-16
  5.4465E-16 7.7174E-16 1.5874E-15 3.3052E-15 5.9223E-15 8.9729E-15 1.1728E-14
  1.3566E-14 1.4211E-14 1.3747E-14 1.2478E-14 1.0765E-14 8.9190E-15 7.1550E-15
  5.5945E-15 4.2861E-15 3.2309E-15 2.4043E-15 1.7709E-15 1.2938E-15 9.3921E-16
  6.7829E-16 4.8783E-16 3.4974E-16 2.5009E-16 1.7847E-16 1.2715E-16 9.0474E-17
  6.4311E-17 4.5676E-17 3.2420E-17 2.3000E-17 1.6310E-17 1.1562E-17 8.1945E-18
  5.8065E-18 4.1138E-18 2.9142E-18 2.0642E-18 1.4620E-18 1.0355E-18 7.3332E-19
  5.1934E-19 3.6780E-19 2.6048E-19 1.8448E-19 1.3066E-19 9.2545E-20 6.5555E-20
 30300501.0830 -1.5679E-02  4.0520E-14  3.6100E-14  3.2158E-14  2.8643E-14
  2.5507E-14 2.2709E-14 2.0212E-14 1.7983E-14 1.5992E-14 1.4214E-14 1.2624E-14
  1.1202E-14 9.9295E-15 8.7895E-15 7.7675E-15 6.8503E-15 6.0264E-15 5.2857E-15
  4.6195E-15 4.0200E-15 3.4810E-15 2.9968E-15 2.5631E-15 2.1759E-15 1.8321E-15
  1.5289E-15 1.2637E-15 1.0339E-15 8.3703E-16 6.7042E-16 5.3224E-16 4.2671E-16
  3.8579E-16 5.1586E-16 1.0204E-15 2.1001E-15 3.7555E-15 5.6920E-15 7.4461E-15
  8.6197E-15 9.0360E-15 8.7464E-15 7.9430E-15 6.8553E-15 5.6814E-15 4.5589E-15
  3.5654E-15 2.7320E-15 2.0597E-15 1.5329E-15 1.1292E-15 8.2506E-16 5.9896E-16
  4.3259E-16 3.1114E-16 2.2308E-16 1.5953E-16 1.1385E-16 8.1117E-17 5.7722E-17
  4.1032E-17 2.9145E-17 2.0688E-17 1.4677E-17 1.0409E-17 7.3793E-18 5.2302E-18
  3.7063E-18 2.6260E-18 1.8603E-18 1.3178E-18 9.3344E-19 6.6114E-19 4.6827E-19
  3.3165E-19 2.3490E-19 1.6637E-19 1.1784E-19 8.3468E-20 5.9127E-20 4.1888E-20
 30300501.0930 -1.2385E-02  3.0681E-14  2.7333E-14  2.4347E-14  2.1684E-14
  1.9309E-14 1.7189E-14 1.5297E-14 1.3609E-14 1.2101E-14 1.0753E-14 9.5490E-15
  8.4719E-15 7.5079E-15 6.6442E-15 5.8699E-15 5.1750E-15 4.5507E-15 3.9895E-15
  3.4848E-15 3.0308E-15 2.6226E-15 2.2563E-15 1.9283E-15 1.6358E-15 1.3762E-15
  1.1476E-15 9.4778E-16 7.7488E-16 6.2689E-16 5.0179E-16 3.9808E-16 3.1886E-16
  2.8875E-16 3.9137E-16 7.8867E-16 1.6426E-15 2.9573E-15 4.5009E-15 5.9044E-15
  6.8487E-15 7.1900E-15 6.9673E-15 6.3327E-15 5.4691E-15 4.5349E-15 3.6404E-15
  2.8479E-15 2.1828E-15 1.6459E-15 1.2252E-15 9.0262E-16 6.5957E-16 4.7886E-16
  3.4587E-16 2.4878E-16 1.7837E-16 1.2756E-16 9.1036E-17 6.4864E-17 4.6157E-17
  3.2811E-17 2.3305E-17 1.6543E-17 1.1736E-17 8.3232E-18 5.9007E-18 4.1822E-18
  2.9636E-18 2.0998E-18 1.4875E-18 1.0537E-18 7.4636E-19 5.2863E-19 3.7440E-19
  2.6517E-19 1.8780E-19 1.3301E-19 9.4208E-20 6.6727E-20 4.7266E-20 3.3483E-20
 30300501.1030 -1.0029E-02  2.3748E-14  2.1156E-14  1.8844E-14  1.6782E-14
  1.4943E-14 1.3302E-14 1.1837E-14 1.0529E-14 9.3613E-15 8.3179E-15 7.3852E-15
  6.5507E-15 5.8037E-15 5.1345E-15 4.5343E-15 3.9957E-15 3.5118E-15 3.0769E-15
  2.6858E-15 2.3342E-15 2.0183E-15 1.7350E-15 1.4815E-15 1.2557E-15 1.0556E-15
  8.7948E-16 7.2578E-16 5.9293E-16 4.7936E-16 3.8351E-16 3.0479E-16 2.4864E-16
  2.4432E-16 3.7874E-16 8.0834E-16 1.6798E-15 2.9832E-15 4.4862E-15 5.8333E-15
  6.7236E-15 7.0268E-15 6.7869E-15 6.1539E-15 5.3053E-15 4.3931E-15 3.5229E-15
  2.7539E-15 2.1094E-15 1.5899E-15 1.1830E-15 8.7130E-16 6.3655E-16 4.6206E-16
  3.3369E-16 2.4000E-16 1.7206E-16 1.2304E-16 8.7806E-17 6.2561E-17 4.4517E-17
  3.1645E-17 2.2477E-17 1.5955E-17 1.1319E-17 8.0274E-18 5.6910E-18 4.0336E-18
  2.8584E-18 2.0252E-18 1.4347E-18 1.0163E-18 7.1987E-19 5.0986E-19 3.6111E-19
  2.5575E-19 1.8113E-19 1.2828E-19 9.0856E-20 6.4350E-20 4.5579E-20 3.2285E-20
 30310501.0320 -1.1652E-01  4.7948E-13  4.2727E-13  3.8074E-13  3.3926E-13
  3.0228E-13 2.6931E-13 2.3992E-13 2.1370E-13 1.9033E-13 1.6947E-13 1.5087E-13
  1.3427E-13 1.1945E-13 1.0622E-13 9.4404E-14 8.3841E-14 7.4395E-14 6.5943E-14
  5.8373E-14 5.1590E-14 4.5505E-14 4.0045E-14 3.5141E-14 3.0735E-14 2.6779E-14
  2.3227E-14 2.0045E-14 1.7199E-14 1.4663E-14 1.2418E-14 1.0467E-14 8.8972E-15
  7.9661E-15 8.1796E-15 1.0135E-14 1.4048E-14 1.9320E-14 2.4657E-14 2.8684E-14
  3.0553E-14 3.0147E-14 2.7889E-14 2.4503E-14 2.0642E-14 1.6794E-14 1.3313E-14
  1.0317E-14 7.8602E-15 5.9145E-15 4.3981E-15 3.2476E-15 2.3789E-15 1.7368E-15
  1.2636E-15 8.9460E-16 6.4506E-16 4.6429E-16 3.3196E-16 2.3812E-16 1.7067E-16
  1.2228E-16 8.7586E-17 6.2747E-17 4.4966E-17 3.2242E-17 2.3141E-17 1.6631E-17
  1.1971E-17 8.6349E-18 6.2447E-18 4.5310E-18 3.3006E-18 2.4160E-18 1.7784E-18
  1.3177E-18 9.8403E-19 7.4133E-19 5.6402E-19 4.3385E-19 3.3761E-19 2.6597E-19
 30310501.0420 -6.5347E-02  2.6600E-13  2.3705E-13  2.1124E-13  1.8824E-13
  1.6773E-13 1.4945E-13 1.3315E-13 1.1862E-13 1.0566E-13 9.4103E-14 8.3796E-14
  7.4601E-14 6.6397E-14 5.9074E-14 5.2535E-14 4.6695E-14 4.1474E-14 3.6806E-14
  3.2627E-14 2.8885E-14 2.5530E-14 2.2519E-14 1.9816E-14 1.7386E-14 1.5201E-14
  1.3238E-14 1.1474E-14 9.8918E-15 8.4769E-15 7.2176E-15 6.1154E-15 5.2224E-15
  4.7260E-15 5.0464E-15 6.7699E-15 1.0258E-14 1.5174E-14 2.0441E-14 2.4746E-14
  2.7152E-14 2.7394E-14 2.5777E-14 2.2933E-14 1.9497E-14 1.5974E-14 1.2719E-14
  9.8889E-15 7.5482E-15 5.6811E-15 4.2238E-15 3.1140E-15 2.2774E-15 1.6577E-15
  1.2016E-15 8.5680E-16 6.1600E-16 4.4193E-16 3.1563E-16 2.2565E-16 1.6116E-16
  1.1502E-16 8.2056E-17 5.8525E-17 4.1741E-17 2.9776E-17 2.1249E-17 1.5174E-17
  1.0844E-17 7.7598E-18 5.5609E-18 3.9929E-18 2.8739E-18 2.0747E-18 1.5032E-18
  1.0939E-18 8.0032E-19 5.8918E-19 4.3691E-19 3.2680E-19 2.4678E-19 1.8834E-19
 30310501.0520 -4.1563E-02  1.4606E-13  1.3017E-13  1.1600E-13  1.0338E-13
  9.2119E-14 8.2086E-14 7.3141E-14 6.5167E-14 5.8058E-14 5.1719E-14 4.6066E-14
  4.1024E-14 3.6527E-14 3.2513E-14 2.8931E-14 2.5732E-14 2.2875E-14 2.0320E-14
  1.8034E-14 1.5987E-14 1.4151E-14 1.2504E-14 1.1024E-14 9.6924E-15 8.4937E-15
  7.4141E-15 6.4423E-15 5.5686E-15 4.7848E-15 4.0852E-15 3.4730E-15 2.9913E-15
  2.8007E-15 3.2818E-15 5.0050E-15 8.3815E-15 1.3184E-14 1.8441E-14 2.2878E-14
  2.5532E-14 2.6074E-14 2.4757E-14 2.2169E-14 1.8937E-14 1.5571E-14 1.2427E-14
  9.6783E-15 7.3948E-15 5.5666E-15 4.1386E-15 3.0488E-15 2.2281E-15 1.6195E-15
  1.1717E-15 8.3860E-16 6.0206E-16 4.3124E-16 3.0784E-16 2.1972E-16 1.5665E-16
  1.1159E-16 7.9442E-17 5.6534E-17 4.0222E-17 2.8615E-17 2.0360E-17 1.4489E-17
  1.0316E-17 7.3492E-18 5.2401E-18 3.7403E-18 2.6736E-18 1.9144E-18 1.3739E-18
  9.8864E-19 7.1385E-19 5.1752E-19 3.7703E-19 2.7631E-19 2.0390E-19 1.5167E-19
 30310501.0540 -3.9997E-02  4.0284E-14  3.5873E-14  3.1938E-14  2.8426E-14
  2.5292E-14 2.2493E-14 1.9993E-14 1.7759E-14 1.5761E-14 1.3973E-14 1.2371E-14
  1.0936E-14 9.6474E-15 8.4904E-15 7.4501E-15 6.5143E-15 5.6722E-15 4.9145E-15
  4.2335E-15 3.6228E-15 3.0770E-15 2.5916E-15 2.1629E-15 1.7872E-15 1.4613E-15
  1.1819E-15 9.4516E-16 7.4737E-16 5.8439E-16 4.5202E-16 3.4611E-16 2.6300E-16
  2.0012E-16 1.5631E-16 1.3125E-16 1.2359E-16 1.2902E-16 1.4047E-16 1.5042E-16
  1.5367E-16 1.4845E-16 1.3590E-16 1.1865E-16 9.9520E-17 8.0751E-17 6.3776E-17
  4.9278E-17 3.7411E-17 2.8005E-17 2.0728E-17 1.5205E-17 1.1073E-17 8.0182E-18
  5.7801E-18 4.1481E-18 2.9705E-18 2.1223E-18 1.5133E-18 1.0777E-18 7.6655E-19
  5.4477E-19 3.8688E-19 2.7460E-19 1.9482E-19 1.3817E-19 9.7975E-20 6.9460E-20
  4.9239E-20 3.4902E-20 2.4741E-20 1.7538E-20 1.2434E-20 8.8174E-21 6.2542E-21
  4.4376E-21 3.1501E-21 2.2374E-21 1.5904E-21 1.1315E-21 8.0594E-22 5.7490E-22
 30310501.0620 -2.8710E-02  8.6704E-14  7.7272E-14  6.8865E-14  6.1371E-14
  5.4692E-14 4.8739E-14 4.3432E-14 3.8702E-14 3.4484E-14 3.0725E-14 2.7373E-14
  2.4383E-14 2.1717E-14 1.9339E-14 1.7217E-14 1.5322E-14 1.3630E-14 1.2117E-14
  1.0764E-14 9.5515E-15 8.4646E-15 7.4887E-15 6.6111E-15 5.8207E-15 5.1083E-15
  4.4657E-15 3.8861E-15 3.3640E-15 2.8947E-15 2.4752E-15 2.1097E-15 1.8373E-15
  1.8052E-15 2.3730E-15 4.0993E-15 7.4169E-15 1.2153E-14 1.7394E-14 2.1890E-14
  2.4664E-14 2.5360E-14 2.4201E-14 2.1751E-14 1.8629E-14 1.5349E-14 1.2266E-14
  9.5626E-15 7.3110E-15 5.5045E-15 4.0928E-15 3.0142E-15 2.2022E-15 1.5995E-15
  1.1562E-15 8.2909E-16 5.9484E-16 4.2574E-16 3.0385E-16 2.1670E-16 1.5436E-16
  1.0986E-16 7.8132E-17 5.5541E-17 3.9467E-17 2.8041E-17 1.9921E-17 1.4153E-17
  1.0057E-17 7.1485E-18 5.0836E-18 3.6175E-18 2.5763E-18 1.8368E-18 1.3114E-18
  9.3788E-19 6.7220E-19 4.8305E-19 3.4826E-19 2.5208E-19 1.8334E-19 1.3411E-19
 30310501.0640 -2.7775E-02  4.5887E-14  4.0862E-14  3.6379E-14  3.2379E-14
  2.8808E-14 2.5620E-14 2.2773E-14 2.0227E-14 1.7952E-14 1.5915E-14 1.4091E-14
  1.2456E-14 1.0989E-14 9.6707E-15 8.4860E-15 7.4203E-15 6.4611E-15 5.5981E-15
  4.8225E-15 4.1268E-15 3.5050E-15 2.9520E-15 2.4634E-15 2.0354E-15 1.6641E-15
  1.3457E-15 1.0760E-15 8.5064E-16 6.6501E-16 5.1426E-16 3.9363E-16 2.9881E-16
  2.2668E-16 1.7611E-16 1.4791E-16 1.4225E-16 1.5516E-16 1.7766E-16 1.9881E-16
  2.1018E-16 2.0835E-16 1.9445E-16 1.7224E-16 1.4607E-16 1.1952E-16 9.4999E-17
  7.3769E-17 5.6220E-17 4.2210E-17 3.1314E-17 2.3011E-17 1.6781E-17 1.2164E-17
  8.7757E-18 6.3038E-18 4.5163E-18 3.2279E-18 2.3024E-18 1.6399E-18 1.1666E-18
  8.2910E-19 5.8881E-19 4.1791E-19 2.9647E-19 2.1025E-19 1.4906E-19 1.0565E-19
  7.4879E-20 5.3062E-20 3.7600E-20 2.6644E-20 1.8880E-20 1.3380E-20 9.4832E-21
  6.7225E-21 4.7667E-21 3.3809E-21 2.3990E-21 1.7032E-21 1.2100E-21 8.6028E-22
 30310501.0720 -2.1005E-02  5.5280E-14  4.9268E-14  4.3910E-14  3.9134E-14
  3.4877E-14 3.1083E-14 2.7701E-14 2.4686E-14 2.1999E-14 1.9604E-14 1.7468E-14
  1.5564E-14 1.3867E-14 1.2352E-14 1.1001E-14 9.7949E-15 8.7178E-15 7.7550E-15
  6.8935E-15 6.1219E-15 5.4297E-15 4.8077E-15 4.2480E-15 3.7436E-15 3.2883E-15
  2.8771E-15 2.5058E-15 2.1709E-15 1.8695E-15 1.5999E-15 1.3669E-15 1.2075E-15
  1.2616E-15 1.8774E-15 3.6072E-15 6.8962E-15 1.1603E-14 1.6844E-14 2.1383E-14
  2.4234E-14 2.5020E-14 2.3949E-14 2.1572E-14 1.8506E-14 1.5267E-14 1.2210E-14
  9.5251E-15 7.2854E-15 5.4861E-15 4.0795E-15 3.0041E-15 2.1945E-15 1.5934E-15
  1.1513E-15 8.2641E-16 5.9271E-16 4.2405E-16 3.0262E-16 2.1573E-16 1.5360E-16
  1.0926E-16 7.7666E-17 5.5177E-17 3.9184E-17 2.7819E-17 1.9747E-17 1.4016E-17
  9.9494E-18 7.0635E-18 5.0159E-18 3.5633E-18 2.5326E-18 1.8013E-18 1.2823E-18
  9.1388E-19 6.5222E-19 4.6630E-19 3.3411E-19 2.4005E-19 1.7304E-19 1.2524E-19
 30310501.0740 -2.0406E-02  4.0363E-14  3.5944E-14  3.2001E-14  2.8483E-14
  2.5343E-14 2.2538E-14 2.0033E-14 1.7795E-14 1.5792E-14 1.4001E-14 1.2396E-14
  1.0957E-14 9.6665E-15 8.5070E-15 7.4646E-15 6.5268E-15 5.6828E-15 4.9233E-15
  4.2407E-15 3.6285E-15 3.0813E-15 2.5947E-15 2.1648E-15 1.7882E-15 1.4617E-15
  1.1816E-15 9.4455E-16 7.4653E-16 5.8345E-16 4.5107E-16 3.4517E-16 2.6202E-16
  1.9911E-16 1.5637E-16 1.3617E-16 1.4036E-16 1.6555E-16 2.0144E-16 2.3466E-16
  2.5453E-16 2.5657E-16 2.4217E-16 2.1622E-16 1.8441E-16 1.5152E-16 1.2082E-16
  9.4038E-17 7.1797E-17 5.3979E-17 4.0087E-17 2.9481E-17 2.1513E-17 1.5602E-17
  1.1259E-17 8.0916E-18 5.7984E-18 4.1448E-18 2.9568E-18 2.1061E-18 1.4983E-18
  1.0649E-18 7.5624E-19 5.3673E-19 3.8075E-19 2.6999E-19 1.9140E-19 1.3565E-19
  9.6126E-20 6.8109E-20 4.8253E-20 3.4184E-20 2.4217E-20 1.7156E-20 1.2155E-20
  8.6120E-21 6.1027E-21 4.3252E-21 3.0661E-21 2.1742E-21 1.5423E-21 1.0946E-21
 30310501.0820 -1.6029E-02  3.7327E-14  3.3269E-14  2.9653E-14  2.6429E-14
  2.3557E-14 2.0996E-14 1.8713E-14 1.6679E-14 1.4866E-14 1.3249E-14 1.1808E-14
  1.0523E-14 9.3778E-15 8.3560E-15 7.4444E-15 6.6306E-15 5.9039E-15 5.2542E-15
  4.6728E-15 4.1518E-15 3.6843E-15 3.2640E-15 2.8855E-15 2.5441E-15 2.2358E-15
  1.9571E-15 1.7052E-15 1.4779E-15 1.2731E-15 1.0901E-15 9.3373E-16 8.3977E-16
  9.4339E-16 1.5838E-15 3.3044E-15 6.5526E-15 1.1205E-14 1.6401E-14 2.0924E-14
  2.3793E-14 2.4623E-14 2.3610E-14 2.1294E-14 1.8284E-14 1.5095E-14 1.2078E-14
  9.4258E-15 7.2112E-15 5.4309E-15 4.0387E-15 2.9738E-15 2.1722E-15 1.5770E-15
  1.1392E-15 8.1816E-16 5.8668E-16 4.1965E-16 2.9946E-16 2.1343E-16 1.5192E-16
  1.0804E-16 7.6774E-17 5.4525E-17 3.8707E-17 2.7469E-17 1.9490E-17 1.3827E-17
  9.8087E-18 6.9587E-18 4.9375E-18 3.5042E-18 2.4877E-18 1.7669E-18 1.2557E-18
  8.9311E-19 6.3583E-19 4.5321E-19 3.2354E-19 2.3142E-19 1.6592E-19 1.1930E-19
 30310501.0840 -1.5623E-02  3.3108E-14  2.9483E-14  2.6249E-14  2.3363E-14
  2.0787E-14 1.8487E-14 1.6432E-14 1.4595E-14 1.2953E-14 1.1483E-14 1.0166E-14
  8.9857E-15 7.9266E-15 6.9752E-15 6.1198E-15 5.3502E-15 4.6576E-15 4.0344E-15
  3.4743E-15 2.9719E-15 2.5230E-15 2.1239E-15 1.7714E-15 1.4627E-15 1.1951E-15
  9.6581E-16 7.7174E-16 6.0973E-16 4.7637E-16 3.6816E-16 2.8168E-16 2.1401E-16
  1.6369E-16 1.3205E-16 1.2317E-16 1.4021E-16 1.7974E-16 2.2990E-16 2.7498E-16
  3.0248E-16 3.0727E-16 2.9137E-16 2.6090E-16 2.2293E-16 1.8341E-16 1.4638E-16
  1.1401E-16 8.7085E-17 6.5496E-17 4.8653E-17 3.5788E-17 2.6119E-17 1.8944E-17
  1.3672E-17 9.8269E-18 7.0420E-18 5.0339E-18 3.5911E-18 2.5580E-18 1.8197E-18
  1.2933E-18 9.1844E-19 6.5182E-19 4.6238E-19 3.2786E-19 2.3241E-19 1.6471E-19
  1.1671E-19 8.2684E-20 5.8573E-20 4.1490E-20 2.9388E-20 2.0816E-20 1.4744E-20
  1.0444E-20 7.3984E-21 5.2414E-21 3.7137E-21 2.6317E-21 1.8654E-21 1.3226E-21
 30310501.0920 -1.2631E-02  2.6412E-14  2.3542E-14  2.0984E-14  1.8704E-14
  1.6671E-14 1.4860E-14 1.3245E-14 1.1806E-14 1.0523E-14 9.3795E-15 8.3602E-15
  7.4515E-15 6.6413E-15 5.9188E-15 5.2741E-15 4.6987E-15 4.1847E-15 3.7252E-15
  3.3140E-15 2.9453E-15 2.6144E-15 2.3168E-15 2.0486E-15 1.8066E-15 1.5880E-15
  1.3903E-15 1.2115E-15 1.0501E-15 9.0470E-16 7.7484E-16 6.6576E-16 6.1257E-16
  7.4839E-16 1.4086E-15 3.1338E-15 6.3743E-15 1.1016E-14 1.6213E-14 2.0750E-14
  2.3645E-14 2.4507E-14 2.3525E-14 2.1235E-14 1.8245E-14 1.5069E-14 1.2062E-14
  9.4155E-15 7.2045E-15 5.4262E-15 4.0354E-15 2.9714E-15 2.1704E-15 1.5754E-15
  1.1379E-15 8.1754E-16 5.8617E-16 4.1922E-16 2.9915E-16 2.1317E-16 1.5172E-16
  1.0788E-16 7.6644E-17 5.4421E-17 3.8624E-17 2.7403E-17 1.9438E-17 1.3785E-17
  9.7756E-18 6.9322E-18 4.9162E-18 3.4869E-18 2.4737E-18 1.7554E-18 1.2462E-18
  8.8518E-19 6.2919E-19 4.4761E-19 3.1879E-19 2.2736E-19 1.6243E-19 1.1629E-19
 30310501.0940 -1.2344E-02  2.6678E-14  2.3757E-14  2.1150E-14  1.8824E-14
  1.6748E-14 1.4894E-14 1.3237E-14 1.1757E-14 1.0433E-14 9.2481E-15 8.1869E-15
  7.2356E-15 6.3819E-15 5.6151E-15 4.9256E-15 4.3053E-15 3.7470E-15 3.2447E-15
  2.7932E-15 2.3885E-15 2.0269E-15 1.7055E-15 1.4218E-15 1.1736E-15 9.5843E-16
  7.7417E-16 6.1834E-16 4.8833E-16 3.8137E-16 2.9465E-16 2.2550E-16 1.7212E-16
  1.3493E-16 1.1788E-16 1.2724E-16 1.6639E-16 2.2947E-16 3.0063E-16 3.6048E-16
  3.9471E-16 3.9852E-16 3.7571E-16 3.3476E-16 2.8489E-16 2.3363E-16 1.8597E-16
  1.4455E-16 1.1024E-16 8.2801E-17 6.1445E-17 4.5160E-17 3.2937E-17 2.3877E-17
  1.7225E-17 1.2377E-17 8.8672E-18 6.3371E-18 4.5201E-18 3.2192E-18 2.2899E-18
  1.6273E-18 1.1555E-18 8.2001E-19 5.8164E-19 4.1240E-19 2.9232E-19 2.0716E-19
  1.4677E-19 1.0398E-19 7.3653E-20 5.2167E-20 3.6948E-20 2.6167E-20 1.8532E-20
  1.3125E-20 9.2954E-21 6.5836E-21 4.6633E-21 3.3034E-21 2.3403E-21 1.6583E-21
 30310501.1020 -1.0209E-02  1.9396E-14  1.7289E-14  1.5410E-14  1.3736E-14
  1.2243E-14 1.0913E-14 9.7278E-15 8.6712E-15 7.7294E-15 6.8900E-15 6.1418E-15
  5.4748E-15 4.8801E-15 4.3497E-15 3.8765E-15 3.4540E-15 3.0766E-15 2.7392E-15
  2.4371E-15 2.1662E-15 1.9230E-15 1.7042E-15 1.5071E-15 1.3291E-15 1.1682E-15
  1.0227E-15 8.9118E-16 7.7239E-16 6.6542E-16 5.7006E-16 4.9209E-16 4.6816E-16
  6.3566E-16 1.3368E-15 3.1179E-15 6.4299E-15 1.1152E-14 1.6425E-14 2.1023E-14
  2.3953E-14 2.4823E-14 2.3826E-14 2.1504E-14 1.8475E-14 1.5259E-14 1.2213E-14
  9.5324E-15 7.2935E-15 5.4928E-15 4.0846E-15 3.0073E-15 2.1964E-15 1.5941E-15
  1.1512E-15 8.2730E-16 5.9310E-16 4.2414E-16 3.0264E-16 2.1564E-16 1.5346E-16
  1.0910E-16 7.7502E-17 5.5023E-17 3.9045E-17 2.7697E-17 1.9642E-17 1.3927E-17
  9.8738E-18 6.9998E-18 4.9624E-18 3.5182E-18 2.4947E-18 1.7693E-18 1.2551E-18
  8.9075E-19 6.3246E-19 4.4935E-19 3.1951E-19 2.2742E-19 1.6207E-19 1.1569E-19
 3-spin symmetry tot rc =   1.7458E-12  1.5555E-12  1.3859E-12  1.2347E-12
  1.0998E-12 9.7955E-13 8.7229E-13 7.7660E-13 6.9123E-13 6.1503E-13 5.4700E-13
  4.8624E-13 4.3195E-13 3.8342E-13 3.4000E-13 3.0115E-13 2.6635E-13 2.3516E-13
  2.0720E-13 1.8211E-13 1.5961E-13 1.3943E-13 1.2134E-13 1.0516E-13 9.0701E-14
  7.7825E-14 6.6399E-14 5.6304E-14 4.7432E-14 3.9692E-14 3.3080E-14 2.7979E-14
  2.5954E-14 3.0896E-14 4.8871E-14 8.4518E-14 1.3580E-13 1.9256E-13 2.4112E-13
  2.7085E-13 2.7792E-13 2.6483E-13 2.3777E-13 2.0350E-13 1.6758E-13 1.3387E-13
  1.0435E-13 7.9768E-14 6.0060E-14 4.4660E-14 3.2897E-14 2.4039E-14 1.7466E-14
  1.2631E-14 9.0509E-15 6.4956E-15 4.6507E-15 3.3197E-15 2.3684E-15 1.6877E-15
  1.2016E-15 8.5497E-16 6.0805E-16 4.3231E-16 3.0732E-16 2.1846E-16 1.5532E-16
  1.1046E-16 7.8586E-17 5.5945E-17 3.9860E-17 2.8430E-17 2.0305E-17 1.4526E-17
