   j      e(j)         levid         stwt


  1.3160E-15 1.1610E-15 1.0221E-15 8.9739E-16 7.8552E-16 6.8520E-16 5.9532E-16
  5.1494E-16 4.4323E-16 3.7950E-16 3.2313E-16 2.7360E-16 2.3041E-16 1.9313E-16
  1.6138E-16 1.3481E-16 1.1321E-16 9.6374E-17 8.4047E-17 7.5897E-17 7.2629E-17
  7.9902E-17 1.1465E-16 2.0501E-16 3.7324E-16 6.1088E-16 8.7234E-16 1.0960E-15
  1.2342E-15 1.2701E-15 1.2139E-15 1.0951E-15 9.4331E-16 7.8262E-16 6.3205E-16
  4.9904E-16 3.8791E-16 2.9859E-16 2.2789E-16 1.7343E-16 1.3149E-16 9.9756E-17
  7.5676E-17 5.6160E-17 4.2469E-17 3.2093E-17 2.4127E-17 1.8178E-17 1.3673E-17
  1.0267E-17 7.6957E-18 5.7583E-18 4.3009E-18 3.2074E-18 2.3886E-18 1.7765E-18
  1.3198E-18 9.7973E-19 7.2688E-19 5.3917E-19 3.9998E-19 2.9687E-19 2.2056E-19
  1.6408E-19 1.2234E-19 9.1444E-20 6.8580E-20 5.1654E-20 3.9099E-20 2.9775E-20
 30110607.0000 -2.9312E-01  2.7594E-14  2.4599E-14  2.1929E-14  1.9551E-14
  1.7432E-14 1.5544E-14 1.3863E-14 1.2366E-14 1.1032E-14 9.8456E-15 8.7896E-15
  7.8501E-15 7.0150E-15 6.2730E-15 5.6144E-15 5.0304E-15 4.5135E-15 4.0569E-15
  3.6547E-15 3.3019E-15 2.9941E-15 2.7280E-15 2.5014E-15 2.3148E-15 2.1744E-15
  2.0937E-15 2.0872E-15 2.1581E-15 2.2999E-15 2.5305E-15 2.9382E-15 3.6912E-15
  5.0055E-15 7.0695E-15 9.8877E-15 1.3128E-14 1.6169E-14 1.8360E-14 1.9306E-14
  1.8975E-14 1.7615E-14 1.5561E-14 1.3256E-14 1.0956E-14 8.7999E-15 6.9595E-15
  5.3965E-15 4.1348E-15 3.1517E-15 2.3742E-15 1.7876E-15 1.3331E-15 9.9722E-16
  7.4527E-16 5.1081E-16 3.7646E-16 2.7718E-16 2.0031E-16 1.4686E-16 1.0763E-16
  7.8885E-17 5.7837E-17 4.2434E-17 3.1166E-17 2.2934E-17 1.6912E-17 1.2506E-17
  9.2782E-18 6.9136E-18 5.1774E-18 3.9017E-18 2.9594E-18 2.2626E-18 1.7445E-18
  1.3581E-18 1.0682E-18 8.4900E-19 6.8231E-19 5.5440E-19 4.5532E-19 3.7777E-19
 30110501.0300 -1.5223E-01  8.8223E-14  7.8630E-14  7.0080E-14  6.2459E-14
  5.5668E-14 4.9615E-14 4.4221E-14 3.9414E-14 3.5130E-14 3.1312E-14 2.7910E-14
  2.4878E-14 2.2176E-14 1.9769E-14 1.7623E-14 1.5712E-14 1.4009E-14 1.2492E-14
  1.1140E-14 9.9368E-15 8.8650E-15 7.9109E-15 7.0627E-15 6.3126E-15 5.6639E-15
  5.1376E-15 4.7662E-15 4.5682E-15 4.5303E-15 4.6180E-15 4.8001E-15 5.0645E-15
  5.4186E-15 5.8706E-15 6.3958E-15 6.9206E-15 7.3423E-15 7.5718E-15 7.5666E-15
  7.3352E-15 6.9204E-15 6.2837E-15 5.6374E-15 4.9657E-15 4.2182E-15 3.5885E-15
  2.9566E-15 2.4091E-15 1.9716E-15 1.5742E-15 1.2670E-15 9.9654E-16 7.9287E-16
  6.2914E-16 4.0093E-16 3.0970E-16 2.3847E-16 1.7544E-16 1.3359E-16 1.0151E-16
  7.7024E-17 5.8377E-17 4.4273E-17 3.3585E-17 2.5511E-17 1.9416E-17 1.4829E-17
  1.1366E-17 8.7540E-18 6.7798E-18 5.2868E-18 4.1522E-18 3.2885E-18 2.6260E-18
  2.1159E-18 1.7212E-18 1.4134E-18 1.1710E-18 9.7909E-19 8.2535E-19 7.0112E-19
 30110501.0400 -1.1905E-01  3.4366E-14  3.0628E-14  2.7297E-14  2.4328E-14
  2.1681E-14 1.9322E-14 1.7220E-14 1.5346E-14 1.3676E-14 1.2187E-14 1.0860E-14
  9.6766E-15 8.6221E-15 7.6820E-15 6.8440E-15 6.0969E-15 5.4309E-15 4.8373E-15
  4.3081E-15 3.8366E-15 3.4166E-15 3.0428E-15 2.7104E-15 2.4154E-15 2.1546E-15
  1.9251E-15 1.7242E-15 1.5491E-15 1.3977E-15 1.2704E-15 1.1773E-15 1.1539E-15
  1.2706E-15 1.6145E-15 2.2352E-15 3.0847E-15 4.0054E-15 4.7891E-15 5.2680E-15
  5.3742E-15 5.1398E-15 4.6473E-15 4.0279E-15 3.3699E-15 2.7302E-15 2.1695E-15
  1.6865E-15 1.2925E-15 9.8315E-16 7.3842E-16 5.5335E-16 4.1063E-16 3.0523E-16
  2.2653E-16 1.5565E-16 1.1395E-16 8.3332E-17 5.9921E-17 4.3641E-17 3.1774E-17
  2.3135E-17 1.6852E-17 1.2288E-17 8.9710E-18 6.5603E-18 4.8090E-18 3.5359E-18
  2.6089E-18 1.9336E-18 1.4404E-18 1.0799E-18 8.1532E-19 6.2072E-19 4.7673E-19
  3.6975E-19 2.8989E-19 2.2979E-19 1.8424E-19 1.4943E-19 1.2255E-19 1.0159E-19
 30110501.0320 -1.0711E-01  7.4816E-14  6.6661E-14  5.9391E-14  5.2909E-14
  4.7129E-14 4.1975E-14 3.7378E-14 3.3277E-14 2.9618E-14 2.6352E-14 2.3436E-14
  2.0831E-14 1.8503E-14 1.6422E-14 1.4559E-14 1.2890E-14 1.1395E-14 1.0053E-14
  8.8473E-15 7.7638E-15 6.7892E-15 5.9122E-15 5.1233E-15 4.4145E-15 3.7800E-15
  3.2159E-15 2.7201E-15 2.2911E-15 1.9268E-15 1.6262E-15 1.3911E-15 1.2367E-15
  1.2181E-15 1.4638E-15 2.1453E-15 3.3422E-15 4.9086E-15 6.4937E-15 7.7142E-15
  8.3272E-15 8.2939E-15 7.7241E-15 6.8261E-15 5.7807E-15 4.7228E-15 3.7613E-15
  2.9263E-15 2.2383E-15 1.6922E-15 1.2635E-15 9.3777E-16 6.8998E-16 5.0659E-16
  3.7083E-16 2.6041E-16 1.8863E-16 1.3641E-16 9.7702E-17 7.0397E-17 5.0692E-17
  3.6491E-17 2.6271E-17 1.8921E-17 1.3636E-17 9.8368E-18 7.1072E-18 5.1446E-18
  3.7328E-18 2.7166E-18 1.9843E-18 1.4559E-18 1.0739E-18 7.9724E-19 5.9608E-19
  4.4937E-19 3.4202E-19 2.6299E-19 2.0448E-19 1.6090E-19 1.2814E-19 1.0330E-19
 30110501.0500 -6.5380E-02  1.1239E-14  1.0017E-14  8.9273E-15  7.9564E-15
  7.0911E-15 6.3199E-15 5.6325E-15 5.0199E-15 4.4739E-15 3.9873E-15 3.5536E-15
  3.1670E-15 2.8225E-15 2.5154E-15 2.2418E-15 1.9979E-15 1.7806E-15 1.5870E-15
  1.4145E-15 1.2608E-15 1.1241E-15 1.0024E-15 8.9439E-16 7.9870E-16 7.1447E-16
  6.4109E-16 5.7798E-16 5.2407E-16 4.7788E-16 4.3882E-16 4.1284E-16 4.2782E-16
  5.5179E-16 8.8551E-16 1.5086E-15 2.4049E-15 3.4302E-15 4.3625E-15 5.0015E-15
  5.2461E-15 5.1091E-15 4.6773E-15 4.0772E-15 3.4150E-15 2.7663E-15 2.1865E-15
  1.6908E-15 1.2864E-15 9.6740E-16 7.1913E-16 5.3119E-16 3.8925E-16 2.8446E-16
  2.0723E-16 1.4623E-16 1.0554E-16 7.6052E-17 5.4386E-17 3.9056E-17 2.8028E-17
  2.0106E-17 1.4423E-17 1.0349E-17 7.4283E-18 5.3364E-18 3.8381E-18 2.7645E-18
  1.9950E-18 1.4433E-18 1.0473E-18 7.6278E-19 5.5806E-19 4.1050E-19 3.0386E-19
  2.2656E-19 1.7040E-19 1.2936E-19 9.9234E-20 7.7012E-20 6.0478E-20 4.8084E-20
 30110501.0420 -6.2057E-02  7.3768E-14  6.5732E-14  5.8569E-14  5.2182E-14
  4.6488E-14 4.1411E-14 3.6883E-14 3.2845E-14 2.9242E-14 2.6027E-14 2.3158E-14
  2.0597E-14 1.8309E-14 1.6264E-14 1.4436E-14 1.2800E-14 1.1336E-14 1.0023E-14
  8.8458E-15 7.7887E-15 6.8388E-15 5.9847E-15 5.2167E-15 4.5262E-15 3.9062E-15
  3.3506E-15 2.8545E-15 2.4136E-15 2.0247E-15 1.6853E-15 1.3961E-15 1.1708E-15
  1.0621E-15 1.1967E-15 1.7598E-15 2.8726E-15 4.4375E-15 6.1202E-15 7.5071E-15
  8.3000E-15 8.4122E-15 7.9384E-15 7.0735E-15 6.0183E-15 4.9329E-15 3.9268E-15
  3.0522E-15 2.3285E-15 1.7507E-15 1.3003E-15 9.5726E-16 6.9920E-16 5.0800E-16
  3.6745E-16 2.6285E-16 1.8868E-16 1.3514E-16 9.6461E-17 6.8848E-17 4.9086E-17
  3.4969E-17 2.4897E-17 1.7720E-17 1.2609E-17 8.9718E-18 6.3846E-18 4.5447E-18
  3.2365E-18 2.3064E-18 1.6450E-18 1.1747E-18 8.4003E-19 6.0184E-19 4.3219E-19
  3.1123E-19 2.2493E-19 1.6324E-19 1.1907E-19 8.7389E-20 6.4593E-20 4.8139E-20
 30110501.0600 -4.1357E-02  6.5759E-15  5.8607E-15  5.2234E-15  4.6553E-15
  4.1490E-15 3.6978E-15 3.2957E-15 2.9372E-15 2.6178E-15 2.3331E-15 2.0793E-15
  1.8531E-15 1.6516E-15 1.4719E-15 1.3118E-15 1.1690E-15 1.0418E-15 9.2842E-16
  8.2735E-16 7.3727E-16 6.5698E-16 5.8544E-16 5.2173E-16 4.6511E-16 4.1502E-16
  3.7111E-16 3.3302E-16 3.0015E-16 2.7163E-16 2.4697E-16 2.2912E-16 2.3423E-16
  3.0773E-16 5.2997E-16 9.8566E-16 1.6980E-15 2.5771E-15 3.4395E-15 4.0922E-15
  4.4153E-15 4.3928E-15 4.0878E-15 3.6060E-15 3.0461E-15 2.4835E-15 1.9705E-15
  1.5280E-15 1.1641E-15 8.7514E-16 6.5014E-16 4.7921E-16 3.5045E-16 2.5520E-16
  1.8511E-16 1.3167E-16 9.4724E-17 6.8006E-17 4.8575E-17 3.4755E-17 2.4844E-17
  1.7749E-17 1.2676E-17 9.0514E-18 6.4638E-18 4.6177E-18 3.3007E-18 2.3612E-18
  1.6911E-18 1.2129E-18 8.7160E-19 6.2782E-19 4.5355E-19 3.2883E-19 2.3945E-19
  1.7526E-19 1.2909E-19 9.5768E-20 7.1638E-20 5.4104E-20 4.1291E-20 3.1873E-20
 30110501.0520 -3.9936E-02  4.6435E-14  4.1377E-14  3.6869E-14  3.2849E-14
  2.9265E-14 2.6070E-14 2.3221E-14 2.0679E-14 1.8413E-14 1.6390E-14 1.4585E-14
  1.2974E-14 1.1535E-14 1.0250E-14 9.1001E-15 8.0719E-15 7.1514E-15 6.3265E-15
  5.5868E-15 4.9228E-15 4.3263E-15 3.7899E-15 3.3076E-15 2.8738E-15 2.4842E-15
  2.1348E-15 1.8225E-15 1.5445E-15 1.2987E-15 1.0834E-15 8.9952E-16 7.5948E-16
  7.1162E-16 8.7483E-16 1.4306E-15 2.5117E-15 4.0473E-15 5.7287E-15 7.1504E-15
  8.0052E-15 8.1890E-15 7.7827E-15 6.9716E-15 5.9550E-15 4.8960E-15 3.9055E-15
  3.0405E-15 2.3219E-15 1.7464E-15 1.2975E-15 9.5487E-16 6.9721E-16 5.0613E-16
  3.6568E-16 2.6226E-16 1.8809E-16 1.3458E-16 9.6033E-17 6.8469E-17 4.8760E-17
  3.4692E-17 2.4667E-17 1.7529E-17 1.2453E-17 8.8445E-18 6.2811E-18 4.4606E-18
  3.1682E-18 2.2508E-18 1.5997E-18 1.1375E-18 8.0945E-19 5.7653E-19 4.1111E-19
  2.9358E-19 2.1004E-19 1.5062E-19 1.0831E-19 7.8157E-20 5.6635E-20 4.1247E-20
 30110501.0700 -2.8529E-02  4.2718E-15  3.8073E-15  3.3933E-15  3.0243E-15
  2.6954E-15 2.4023E-15 2.1411E-15 1.9083E-15 1.7008E-15 1.5159E-15 1.3511E-15
  1.2042E-15 1.0733E-15 9.5658E-16 8.5259E-16 7.5989E-16 6.7727E-16 6.0361E-16
  5.3793E-16 4.7935E-16 4.2710E-16 3.8048E-16 3.3888E-16 3.0180E-16 2.6888E-16
  2.3987E-16 2.1452E-16 1.9247E-16 1.7316E-16 1.5632E-16 1.4386E-16 1.4697E-16
  1.9920E-16 3.6370E-16 7.1222E-16 1.2716E-15 1.9770E-15 2.6828E-15 3.2297E-15
  3.5143E-15 3.5179E-15 3.2885E-15 2.9101E-15 2.4636E-15 2.0118E-15 1.5975E-15
  1.2395E-15 9.4443E-16 7.0974E-16 5.2703E-16 3.8810E-16 2.8358E-16 2.0621E-16
  1.4933E-16 1.0653E-16 7.6542E-17 5.4877E-17 3.9180E-17 2.7995E-17 1.9982E-17
  1.4254E-17 1.0162E-17 7.2438E-18 5.1629E-18 3.6804E-18 2.6245E-18 1.8725E-18
  1.3371E-18 9.5574E-19 6.8410E-19 4.9053E-19 3.5251E-19 2.5401E-19 1.8365E-19
  1.3332E-19 9.7266E-20 7.1373E-20 5.2735E-20 3.9278E-20 2.9524E-20 2.2418E-20
 30110501.0620 -2.7782E-02  2.9596E-14  2.6372E-14  2.3499E-14  2.0937E-14
  1.8653E-14 1.6617E-14 1.4801E-14 1.3181E-14 1.1737E-14 1.0448E-14 9.2978E-15
  8.2711E-15 7.3542E-15 6.5350E-15 5.8027E-15 5.1476E-15 4.5611E-15 4.0357E-15
  3.5644E-15 3.1414E-15 2.7613E-15 2.4196E-15 2.1123E-15 1.8359E-15 1.5876E-15
  1.3650E-15 1.1659E-15 9.8873E-16 8.3199E-16 6.9469E-16 5.7792E-16 4.9320E-16
  4.8580E-16 6.6943E-16 1.2228E-15 2.2850E-15 3.8012E-15 5.4783E-15 6.9174E-15
  7.8069E-15 8.0332E-15 7.6688E-15 6.8926E-15 5.9025E-15 4.8625E-15 3.8845E-15
  3.0275E-15 2.3139E-15 1.7414E-15 1.2942E-15 9.5262E-16 6.9564E-16 5.0492E-16
  3.6471E-16 2.6189E-16 1.8779E-16 1.3433E-16 9.5861E-17 6.8328E-17 4.8644E-17
  3.4597E-17 2.4589E-17 1.7466E-17 1.2401E-17 8.8025E-18 6.2468E-18 4.4327E-18
  3.1454E-18 2.2321E-18 1.5842E-18 1.1247E-18 7.9875E-19 5.6755E-19 4.0353E-19
  2.8716E-19 2.0456E-19 1.4591E-19 1.0426E-19 7.4646E-20 5.3583E-20 3.8584E-20
 30110501.0800 -2.0869E-02  2.9269E-15  2.6086E-15  2.3249E-15  2.0720E-15
  1.8466E-15 1.6458E-15 1.4668E-15 1.3073E-15 1.1651E-15 1.0384E-15 9.2555E-16
  8.2497E-16 7.3533E-16 6.5544E-16 5.8424E-16 5.2078E-16 4.6421E-16 4.1377E-16
  3.6878E-16 3.2864E-16 2.9280E-16 2.6079E-16 2.3220E-16 2.0666E-16 1.8393E-16
  1.6382E-16 1.4617E-16 1.3073E-16 1.1715E-16 1.0530E-16 9.7022E-17 1.0281E-16
  1.5492E-16 3.1570E-16 6.5845E-16 1.2141E-15 1.9222E-15 2.6385E-15 3.2011E-15
  3.5024E-15 3.5198E-15 3.3001E-15 2.9262E-15 2.4805E-15 2.0276E-15 1.6107E-15
  1.2499E-15 9.5233E-16 7.1530E-16 5.3089E-16 3.9057E-16 2.8514E-16 2.0707E-16
  1.4972E-16 1.0709E-16 7.6854E-17 5.5031E-17 3.9274E-17 2.8026E-17 1.9978E-17
  1.4230E-17 1.0130E-17 7.2085E-18 5.1285E-18 3.6486E-18 2.5960E-18 1.8475E-18
  1.3154E-18 9.3721E-19 6.6830E-19 4.7708E-19 3.4107E-19 2.4427E-19 1.7534E-19
  1.2621E-19 9.1160E-20 6.6116E-20 4.8192E-20 3.5337E-20 2.6094E-20 1.9426E-20
 30110501.0720 -2.0424E-02  1.9778E-14  1.7624E-14  1.5704E-14  1.3992E-14
  1.2466E-14 1.1105E-14 9.8915E-15 8.8092E-15 7.8438E-15 6.9824E-15 6.2137E-15
  5.5275E-15 4.9147E-15 4.3672E-15 3.8777E-15 3.4399E-15 3.0479E-15 2.6966E-15
  2.3815E-15 2.0987E-15 1.8446E-15 1.6161E-15 1.4107E-15 1.2259E-15 1.0600E-15
  9.1120E-16 7.7825E-16 6.5997E-16 5.5539E-16 4.6384E-16 3.8653E-16 3.3422E-16
  3.4991E-16 5.4402E-16 1.0947E-15 2.1474E-15 3.6583E-15 5.3435E-15 6.8051E-15
  7.7258E-15 7.9840E-15 7.6464E-15 6.8890E-15 5.9102E-15 4.8757E-15 3.8990E-15
  3.0412E-15 2.3257E-15 1.7508E-15 1.3016E-15 9.5815E-16 6.9971E-16 5.0783E-16
  3.6675E-16 2.6349E-16 1.8891E-16 1.3510E-16 9.6406E-17 6.8701E-17 4.8897E-17
  3.4768E-17 2.4702E-17 1.7541E-17 1.2450E-17 8.8333E-18 6.2659E-18 4.4440E-18
  3.1516E-18 2.2350E-18 1.5851E-18 1.1243E-18 7.9763E-19 5.6605E-19 4.0186E-19
  2.8545E-19 2.0290E-19 1.4434E-19 1.0280E-19 7.3312E-20 5.2371E-20 3.7491E-20
 30110501.0900 -1.5929E-02  2.0861E-15  1.8593E-15  1.6572E-15  1.4771E-15
  1.3166E-15 1.1735E-15 1.0459E-15 9.3226E-16 8.3094E-16 7.4063E-16 6.6014E-16
  5.8840E-16 5.2447E-16 4.6750E-16 4.1672E-16 3.7146E-16 3.3111E-16 2.9513E-16
  2.6304E-16 2.3440E-16 2.0881E-16 1.8594E-16 1.6549E-16 1.4721E-16 1.3090E-16
  1.1644E-16 1.0372E-16 9.2545E-17 8.2699E-17 7.4192E-17 6.9317E-17 8.0496E-17
  1.4516E-16 3.3344E-16 7.2371E-16 1.3436E-15 2.1208E-15 2.8960E-15 3.4960E-15
  3.8090E-15 3.8148E-15 3.5670E-15 3.1557E-15 2.6701E-15 2.1792E-15 1.7287E-15
  1.3400E-15 1.0199E-15 7.6521E-16 5.6740E-16 4.1699E-16 3.0414E-16 2.2063E-16
  1.5933E-16 1.1413E-16 8.1834E-17 5.8544E-17 4.1767E-17 2.9779E-17 2.1209E-17
  1.5093E-17 1.0733E-17 7.6296E-18 5.4218E-18 3.8522E-18 2.7370E-18 1.9447E-18
  1.3821E-18 9.8265E-19 6.9898E-19 4.9755E-19 3.5449E-19 2.5286E-19 1.8063E-19
  1.2927E-19 9.2729E-20 6.6704E-20 4.8150E-20 3.4903E-20 2.5429E-20 1.8639E-20
 30110501.0820 -1.5641E-02  1.3836E-14  1.2329E-14  1.0986E-14  9.7882E-15
  8.7205E-15 7.7684E-15 6.9194E-15 6.1622E-15 5.4867E-15 4.8840E-15 4.3461E-15
  3.8660E-15 3.4371E-15 3.0539E-15 2.7113E-15 2.4048E-15 2.1304E-15 1.8844E-15
  1.6639E-15 1.4658E-15 1.2879E-15 1.1280E-15 9.8416E-16 8.5491E-16 7.3886E-16
  6.3489E-16 5.4204E-16 4.5950E-16 3.8659E-16 3.2286E-16 2.6970E-16 2.3794E-16
  2.7013E-16 4.7480E-16 1.0268E-15 2.0699E-15 3.5630E-15 5.2292E-15 6.6777E-15
  7.5948E-15 7.8589E-15 7.5341E-15 6.7930E-15 5.8311E-15 4.8127E-15 3.8498E-15
  3.0036E-15 2.2974E-15 1.7297E-15 1.2860E-15 9.4664E-16 6.9130E-16 5.0170E-16
  3.6228E-16 2.6035E-16 1.8664E-16 1.3347E-16 9.5236E-17 6.7859E-17 4.8292E-17
  3.4333E-17 2.4390E-17 1.7316E-17 1.2288E-17 8.7167E-18 6.1818E-18 4.3832E-18
  3.1076E-18 2.2030E-18 1.5618E-18 1.1073E-18 7.8511E-19 5.5678E-19 3.9496E-19
  2.8027E-19 1.9898E-19 1.4135E-19 1.0048E-19 7.1500E-20 5.0937E-20 3.6342E-20
 30110501.1000 -1.2556E-02  1.5385E-15  1.3712E-15  1.2221E-15  1.0893E-15
  9.7082E-16 8.6525E-16 7.7117E-16 6.8732E-16 6.1259E-16 5.4599E-16 4.8664E-16
  4.3375E-16 3.8661E-16 3.4460E-16 3.0716E-16 2.7378E-16 2.4402E-16 2.1749E-16
  1.9382E-16 1.7268E-16 1.5380E-16 1.3691E-16 1.2180E-16 1.0828E-16 9.6204E-17
  8.5487E-17 7.6036E-17 6.7725E-17 6.0397E-17 5.4274E-17 5.3003E-17 7.5366E-17
  1.7553E-16 4.4767E-16 9.8376E-16 1.7970E-15 2.7745E-15 3.7107E-15 4.4013E-15
  4.7273E-15 4.6810E-15 4.3379E-15 3.8106E-15 3.2059E-15 2.6049E-15 2.0588E-15
  1.5913E-15 1.2083E-15 9.0467E-16 6.6968E-16 4.9139E-16 3.5795E-16 2.5933E-16
  1.8705E-16 1.3408E-16 9.6054E-17 6.8661E-17 4.8965E-17 3.4887E-17 2.4829E-17
  1.7656E-17 1.2547E-17 8.9118E-18 6.3277E-18 4.4918E-18 3.1882E-18 2.2628E-18
  1.6061E-18 1.1402E-18 8.0966E-19 5.7517E-19 4.0881E-19 2.9077E-19 2.0700E-19
  1.4753E-19 1.0529E-19 7.5285E-20 5.3949E-20 3.8765E-20 2.7948E-20 2.0232E-20
 30110501.0920 -1.2360E-02  1.0063E-14  8.9673E-15  7.9904E-15  7.1193E-15
  6.3426E-15 5.6500E-15 5.0323E-15 4.4814E-15 3.9899E-15 3.5514E-15 3.1600E-15
  2.8105E-15 2.4984E-15 2.2195E-15 1.9701E-15 1.7469E-15 1.5471E-15 1.3680E-15
  1.2074E-15 1.0632E-15 9.3369E-16 8.1730E-16 7.1269E-16 6.1872E-16 5.3442E-16
  4.5895E-16 3.9162E-16 3.3182E-16 2.7904E-16 2.3301E-16 1.9517E-16 1.7628E-16
  2.1839E-16 4.2930E-16 9.8380E-16 2.0274E-15 3.5227E-15 5.1955E-15 6.6549E-15
  7.5847E-15 7.8605E-15 7.5443E-15 6.8081E-15 5.8480E-15 4.8291E-15 3.8645E-15
  3.0160E-15 2.3073E-15 1.7374E-15 1.2919E-15 9.5101E-16 6.9451E-16 5.0402E-16
  3.6394E-16 2.6159E-16 1.8752E-16 1.3409E-16 9.5678E-17 6.8169E-17 4.8509E-17
  3.4484E-17 2.4495E-17 1.7388E-17 1.2338E-17 8.7510E-18 6.2052E-18 4.3991E-18
  3.1182E-18 2.2101E-18 1.5664E-18 1.1102E-18 7.8687E-19 5.5779E-19 3.9547E-19
  2.8045E-19 1.9895E-19 1.4119E-19 1.0025E-19 7.1232E-20 5.0655E-20 3.6061E-20
 30110501.1100 -1.0152E-02  1.1668E-15  1.0400E-15  9.2689E-16  8.2609E-16
  7.3625E-16 6.5617E-16 5.8479E-16 5.2118E-16 4.6448E-16 4.1396E-16 3.6893E-16
  3.2880E-16 2.9304E-16 2.6117E-16 2.3276E-16 2.0744E-16 1.8487E-16 1.6473E-16
  1.4677E-16 1.3073E-16 1.1639E-16 1.0357E-16 9.2091E-17 8.1816E-17 7.2639E-17
  6.4485E-17 5.7287E-17 5.0949E-17 4.5366E-17 4.0889E-17 4.2056E-17 7.1994E-17
  1.9689E-16 5.2942E-16 1.1743E-15 2.1370E-15 3.2755E-15 4.3472E-15 5.1203E-15
  5.4669E-15 5.3866E-15 4.9719E-15 4.3533E-15 3.6528E-15 2.9618E-15 2.3368E-15
  1.8036E-15 1.3679E-15 1.0231E-15 7.5673E-16 5.5483E-16 4.0390E-16 2.9243E-16
  2.1079E-16 1.5115E-16 1.0824E-16 7.7338E-17 5.5142E-17 3.9273E-17 2.7940E-17
  1.9861E-17 1.4108E-17 1.0017E-17 7.1091E-18 5.0441E-18 3.5782E-18 2.5381E-18
  1.8003E-18 1.2771E-18 9.0603E-19 6.4293E-19 4.5638E-19 3.2410E-19 2.3029E-19
  1.6376E-19 1.1656E-19 8.3060E-20 5.9277E-20 4.2382E-20 3.0372E-20 2.1826E-20
 30110501.1020 -1.0012E-02  7.5591E-15  6.7360E-15  6.0021E-15  5.3477E-15
  4.7642E-15 4.2438E-15 3.7796E-15 3.3656E-15 2.9963E-15 2.6667E-15 2.3725E-15
  2.1098E-15 1.8751E-15 1.6654E-15 1.4778E-15 1.3100E-15 1.1597E-15 1.0250E-15
  9.0421E-16 7.9579E-16 6.9843E-16 6.1097E-16 5.3241E-16 4.6190E-16 3.9869E-16
  3.4216E-16 2.9178E-16 2.4708E-16 2.0770E-16 1.7383E-16 1.5107E-16 1.7455E-16
  3.7631E-16 1.0769E-15 2.7594E-15 5.7752E-15 9.9456E-15 1.4473E-14 1.8307E-14
  2.0646E-14 2.1214E-14 2.0222E-14 1.8149E-14 1.5523E-14 1.2774E-14 1.0195E-14
  7.9388E-15 6.0628E-15 4.5588E-15 3.3858E-15 2.4901E-15 1.8171E-15 1.3177E-15
  9.5094E-16 6.8344E-16 4.8973E-16 3.5006E-16 2.4972E-16 1.7787E-16 1.2654E-16
  8.9930E-17 6.3863E-17 4.5324E-17 3.2151E-17 2.2798E-17 1.6161E-17 1.1453E-17
  8.1156E-18 5.7498E-18 4.0732E-18 2.8853E-18 2.0438E-18 1.4477E-18 1.0254E-18
  7.2638E-19 5.1458E-19 3.6457E-19 2.5833E-19 1.8308E-19 1.2978E-19 9.2028E-20
 3-spin symmetry tot rc =   8.6250E-12  7.6870E-12  6.8511E-12  6.1061E-12
  5.4422E-12 4.8505E-12 4.3232E-12 3.8533E-12 3.4346E-12 3.0615E-12 2.7290E-12
  2.4327E-12 2.1688E-12 1.9336E-12 1.7241E-12 1.5375E-12 1.3712E-12 1.2232E-12
  1.0915E-12 9.7419E-13 8.6988E-13 7.7715E-13 6.9478E-13 6.2168E-13 5.5692E-13
  4.9969E-13 4.4934E-13 4.0524E-13 3.6677E-13 3.3330E-13 3.0428E-13 2.7952E-13
  2.5964E-13 2.4639E-13 2.4206E-13 2.4748E-13 2.6013E-13 2.7437E-13 2.8397E-13
  2.8488E-13 2.7631E-13 2.5756E-13 2.3594E-13 2.1298E-13 1.8898E-13 1.6990E-13
  1.5302E-13 1.4056E-13 1.3293E-13 1.2756E-13 1.2493E-13 1.2255E-13 1.2010E-13
  1.1609E-13 1.0746E-13 9.9702E-14 9.0304E-14 7.9717E-14 6.9046E-14 5.8649E-14
  4.8961E-14 4.0251E-14 3.2646E-14 2.6167E-14 2.0759E-14 1.6321E-14 1.2729E-14
  9.8593E-15 7.5901E-15 5.8116E-15 4.4291E-15 3.3615E-15 2.5421E-15 1.9164E-15
  1.4408E-15 1.0808E-15 8.0920E-16 6.0496E-16 4.5180E-16 3.3721E-16 2.5164E-16
 
 10200602.0000 -7.4953E-01  2.4420E-12  2.1765E-12  1.9399E-12  1.7291E-12
  1.5412E-12 1.3737E-12 1.2245E-12 1.0915E-12 9.7305E-13 8.6747E-13 7.7341E-13
  6.8962E-13 6.1499E-13 5.4852E-13 4.8935E-13 4.3668E-13 3.8983E-13 3.4819E-13
  3.1122E-13 2.7846E-13 2.4954E-13 2.2421E-13 2.0238E-13 1.8425E-13 1.7028E-13
  1.6100E-13 1.5654E-13 1.5624E-13 1.5864E-13 1.6183E-13 1.6385E-13 1.6310E-13
  1.5874E-13 1.5077E-13 1.3997E-13 1.2745E-13 1.1437E-13 1.0163E-13 8.9820E-14
  7.9214E-14 6.9842E-14 6.0718E-14 5.3120E-14 4.6320E-14 3.9412E-14 3.3863E-14
  2.8379E-14 2.3643E-14 1.9838E-14 1.6303E-14 1.3506E-14 1.0968E-14 8.9848E-15
  7.3293E-15 5.0580E-15 4.0391E-15 3.2074E-15 2.4624E-15 1.9283E-15 1.5027E-15
  1.1658E-15 9.0081E-16 6.9376E-16 5.3290E-16 4.0839E-16 3.1250E-16 2.3903E-16
