#https://home.strw.leidenuniv.nl/~ewine/photo/radiation_fields.html
# Numerical radiation field:  habing1968
# wavelength: nm
# intensity: photons.s-1.cm-2.nm-1
# wavelength intensity
330.20000 1.98442e+06
331.20000 1.99043e+06
332.20000 1.99644e+06
333.20000 2.00245e+06
334.20000 2.00846e+06
335.20000 2.01447e+06
336.20000 2.02048e+06
337.20000 2.02649e+06
338.20000 2.03250e+06
339.20000 2.03851e+06
340.20000 2.04452e+06
341.20000 2.05053e+06
342.20000 2.05654e+06
343.20000 2.06255e+06
344.20000 2.06856e+06
345.20000 2.07457e+06
346.20000 2.08058e+06
347.20000 2.08659e+06
348.20000 2.09259e+06
349.20000 2.09860e+06
350.20000 2.10461e+06
351.20000 2.11062e+06
352.20000 2.11663e+06
353.20000 2.12264e+06
354.20000 2.12865e+06
355.20000 2.13466e+06
356.20000 2.14067e+06
357.20000 2.14668e+06
358.20000 2.15269e+06
359.20000 2.15870e+06
360.20000 2.16471e+06
361.20000 2.17072e+06
362.20000 2.17673e+06
363.20000 2.18274e+06
364.20000 2.18875e+06
365.20000 2.19476e+06
366.20000 2.20077e+06
367.20000 2.20678e+06
368.20000 2.21279e+06
369.20000 2.21880e+06
370.20000 2.22481e+06
371.20000 2.23082e+06
372.20000 2.23683e+06
373.20000 2.24284e+06
374.20000 2.24885e+06
375.20000 2.25486e+06
376.20000 2.26087e+06
377.20000 2.26688e+06
378.20000 2.27289e+06
379.20000 2.27890e+06
380.20000 2.28491e+06
381.20000 2.29092e+06
382.20000 2.29693e+06
383.20000 2.30294e+06
384.20000 2.30895e+06
385.20000 2.31496e+06
386.20000 2.32097e+06
387.20000 2.32698e+06
388.20000 2.33298e+06
389.20000 2.33899e+06
390.20000 2.34500e+06
391.20000 2.35101e+06
392.20000 2.35702e+06
393.20000 2.36303e+06
394.20000 2.36904e+06
395.20000 2.37505e+06
396.20000 2.38106e+06
397.20000 2.38707e+06
398.20000 2.39308e+06
399.20000 2.39909e+06
400.20000 2.40510e+06
401.20000 2.41111e+06
402.20000 2.41712e+06
403.20000 2.42313e+06
404.20000 2.42914e+06
405.20000 2.43515e+06
406.20000 2.44116e+06
407.20000 2.44717e+06
408.20000 2.45318e+06
409.20000 2.45919e+06
410.20000 2.46520e+06
411.20000 2.47121e+06
412.20000 2.47722e+06
413.20000 2.48323e+06
414.20000 2.48924e+06
415.20000 2.49525e+06
416.20000 2.50126e+06
417.20000 2.50727e+06
418.20000 2.51328e+06
419.20000 2.51929e+06
420.20000 2.52530e+06
421.20000 2.53131e+06
422.20000 2.53732e+06
423.20000 2.54333e+06
424.20000 2.54934e+06
425.20000 2.55535e+06
426.20000 2.56136e+06
427.20000 2.56737e+06
428.20000 2.57337e+06
429.20000 2.57938e+06
430.20000 2.58539e+06
431.20000 2.59140e+06
432.20000 2.59741e+06
433.20000 2.60342e+06
434.20000 2.60943e+06
435.20000 2.61544e+06
436.20000 2.62145e+06
437.20000 2.62746e+06
438.20000 2.63347e+06
439.20000 2.63948e+06
440.20000 2.64549e+06
441.20000 2.65150e+06
442.20000 2.65751e+06
443.20000 2.66352e+06
444.20000 2.66953e+06
445.20000 2.67554e+06
446.20000 2.68155e+06
447.20000 2.68756e+06
448.20000 2.69357e+06
449.20000 2.69958e+06
450.20000 2.70559e+06
451.20000 2.71160e+06
452.20000 2.71761e+06
453.20000 2.72362e+06
454.20000 2.72963e+06
455.20000 2.73564e+06
456.20000 2.74165e+06
457.20000 2.74766e+06
458.20000 2.75367e+06
459.20000 2.75968e+06
460.20000 2.76569e+06
461.20000 2.77170e+06
462.20000 2.77771e+06
463.20000 2.78372e+06
464.20000 2.78973e+06
465.20000 2.79574e+06
466.20000 2.80175e+06
467.20000 2.80776e+06
468.20000 2.81376e+06
469.20000 2.81977e+06
470.20000 2.82578e+06
471.20000 2.83179e+06
472.20000 2.83780e+06
473.20000 2.84381e+06
474.20000 2.84982e+06
475.20000 2.85583e+06
476.20000 2.86184e+06
477.20000 2.86785e+06
478.20000 2.87386e+06
479.20000 2.87987e+06
480.20000 2.88588e+06
481.20000 2.89189e+06
482.20000 2.89790e+06
483.20000 2.90391e+06
484.20000 2.90992e+06
485.20000 2.91593e+06
486.20000 2.92194e+06
487.20000 2.92795e+06
488.20000 2.93396e+06
489.20000 2.93997e+06
490.20000 2.94598e+06
491.20000 2.95199e+06
492.20000 2.95800e+06
493.20000 2.96401e+06
494.20000 2.97002e+06
495.20000 2.97603e+06
496.20000 2.98204e+06
497.20000 2.98805e+06
498.20000 2.99406e+06
499.20000 3.00007e+06
500.20000 3.00608e+06
501.20000 3.01209e+06
502.20000 3.01810e+06
503.20000 3.02411e+06
504.20000 3.03012e+06
505.20000 3.03613e+06
506.20000 3.04214e+06
507.20000 3.04815e+06
508.20000 3.05415e+06
509.20000 3.06016e+06
510.20000 3.06617e+06
511.20000 3.07218e+06
512.20000 3.07819e+06
513.20000 3.08420e+06
514.20000 3.09021e+06
515.20000 3.09622e+06
516.20000 3.10223e+06
517.20000 3.10824e+06
518.20000 3.11425e+06
519.20000 3.12026e+06
520.20000 3.12627e+06
521.20000 3.13228e+06
522.20000 3.13829e+06
523.20000 3.14430e+06
524.20000 3.15031e+06
525.20000 3.15632e+06
526.20000 3.16233e+06
527.20000 3.16834e+06
528.20000 3.17435e+06
529.20000 3.18036e+06
530.20000 3.18637e+06
531.20000 3.19238e+06
532.20000 3.19839e+06
533.20000 3.20440e+06
534.20000 3.21041e+06
535.20000 3.21642e+06
536.20000 3.22243e+06
537.20000 3.22844e+06
538.20000 3.23445e+06
539.20000 3.24046e+06
540.20000 3.24647e+06
541.20000 3.25248e+06
542.20000 3.25849e+06
543.20000 3.26450e+06
544.20000 3.27051e+06
545.20000 3.27652e+06
546.20000 3.28253e+06
547.20000 3.28854e+06
548.20000 3.29454e+06
549.20000 3.30055e+06
550.20000 3.30656e+06
551.20000 3.31257e+06
552.20000 3.31858e+06
553.20000 3.32459e+06
554.20000 3.33060e+06
555.20000 3.33661e+06
556.20000 3.34262e+06
557.20000 3.34863e+06
558.20000 3.35464e+06
559.20000 3.36065e+06
560.20000 3.36666e+06
561.20000 3.37267e+06
562.20000 3.37868e+06
563.20000 3.38469e+06
564.20000 3.39070e+06
565.20000 3.39671e+06
566.20000 3.40272e+06
567.20000 3.40873e+06
568.20000 3.41474e+06
569.20000 3.42075e+06
570.20000 3.42676e+06
571.20000 3.43277e+06
572.20000 3.43878e+06
573.20000 3.44479e+06
574.20000 3.45080e+06
575.20000 3.45681e+06
576.20000 3.46282e+06
577.20000 3.46883e+06
578.20000 3.47484e+06
579.20000 3.48085e+06
580.20000 3.48686e+06
581.20000 3.49287e+06
582.20000 3.49888e+06
583.20000 3.50489e+06
584.20000 3.51090e+06
585.20000 3.51691e+06
586.20000 3.52292e+06
587.20000 3.52893e+06
588.20000 3.53493e+06
589.20000 3.54094e+06
590.20000 3.54695e+06
591.20000 3.55296e+06
592.20000 3.55897e+06
593.20000 3.56498e+06
594.20000 3.57099e+06
595.20000 3.57700e+06
596.20000 3.58301e+06
597.20000 3.58902e+06
598.20000 3.59503e+06
599.20000 3.60104e+06
600.20000 3.60705e+06
601.20000 3.61306e+06
602.20000 3.61907e+06
603.20000 3.62508e+06
604.20000 3.63109e+06
605.20000 3.63710e+06
606.20000 3.64311e+06
607.20000 3.64912e+06
608.20000 3.65513e+06
609.20000 3.66114e+06
610.20000 3.66715e+06
611.20000 3.67316e+06
612.20000 3.67917e+06
613.20000 3.68518e+06
614.20000 3.69119e+06
615.20000 3.69720e+06
616.20000 3.70321e+06
617.20000 3.70922e+06
618.20000 3.71523e+06
619.20000 3.72124e+06
620.20000 3.72725e+06
621.20000 3.73326e+06
622.20000 3.73927e+06
623.20000 3.74528e+06
624.20000 3.75129e+06
625.20000 3.75730e+06
626.20000 3.76331e+06
627.20000 3.76932e+06
628.20000 3.77532e+06
629.20000 3.78133e+06
630.20000 3.78734e+06
631.20000 3.79335e+06
632.20000 3.79936e+06
633.20000 3.80537e+06
634.20000 3.81138e+06
635.20000 3.81739e+06
636.20000 3.82340e+06
637.20000 3.82941e+06
638.20000 3.83542e+06
639.20000 3.84143e+06
640.20000 3.84744e+06
641.20000 3.85345e+06
642.20000 3.85946e+06
643.20000 3.86547e+06
644.20000 3.87148e+06
645.20000 3.87749e+06
646.20000 3.88350e+06
647.20000 3.88951e+06
648.20000 3.89552e+06
649.20000 3.90153e+06
650.20000 3.90754e+06
651.20000 3.91355e+06
652.20000 3.91956e+06
653.20000 3.92557e+06
654.20000 3.93158e+06
655.20000 3.93759e+06
656.20000 3.94360e+06
657.20000 3.94961e+06
658.20000 3.95562e+06
659.20000 3.96163e+06
660.20000 3.96764e+06
661.20000 3.97365e+06
662.20000 3.97966e+06
663.20000 3.98567e+06
664.20000 3.99168e+06
665.20000 3.99769e+06
666.20000 4.00370e+06
667.20000 4.00971e+06
668.20000 4.01571e+06
669.20000 4.02172e+06
670.20000 4.02773e+06
671.20000 4.03374e+06
672.20000 4.03975e+06
673.20000 4.04576e+06
674.20000 4.05177e+06
675.20000 4.05778e+06
676.20000 4.06379e+06
677.20000 4.06980e+06
678.20000 4.07581e+06
679.20000 4.08182e+06
680.20000 4.08783e+06
681.20000 4.09384e+06
682.20000 4.09985e+06
683.20000 4.10586e+06
684.20000 4.11187e+06
685.20000 4.11788e+06
686.20000 4.12389e+06
687.20000 4.12990e+06
688.20000 4.13591e+06
689.20000 4.14192e+06
690.20000 4.14793e+06
691.20000 4.15394e+06
692.20000 4.15995e+06
693.20000 4.16596e+06
694.20000 4.17197e+06
695.20000 4.17798e+06
696.20000 4.18399e+06
697.20000 4.19000e+06
698.20000 4.19601e+06
699.20000 4.20202e+06
700.20000 4.20803e+06
701.20000 4.21404e+06
702.20000 4.22005e+06
703.20000 4.22606e+06
704.20000 4.23207e+06
705.20000 4.23808e+06
706.20000 4.24409e+06
707.20000 4.25009e+06
708.20000 4.25610e+06
709.20000 4.26211e+06
710.20000 4.26812e+06
711.20000 4.27413e+06
712.20000 4.28014e+06
713.20000 4.28615e+06
714.20000 4.29216e+06
715.20000 4.29817e+06
716.20000 4.30418e+06
717.20000 4.31019e+06
718.20000 4.31620e+06
719.20000 4.32221e+06
720.20000 4.32822e+06
721.20000 4.33423e+06
722.20000 4.34024e+06
723.20000 4.34625e+06
724.20000 4.35226e+06
725.20000 4.35827e+06
726.20000 4.36428e+06
727.20000 4.37029e+06
728.20000 4.37630e+06
729.20000 4.38231e+06
730.20000 4.38832e+06
731.20000 4.39433e+06
732.20000 4.40034e+06
733.20000 4.40635e+06
734.20000 4.41236e+06
735.20000 4.41837e+06
736.20000 4.42438e+06
737.20000 4.43039e+06
738.20000 4.43640e+06
739.20000 4.44241e+06
740.20000 4.44842e+06
741.20000 4.45443e+06
742.20000 4.46044e+06
743.20000 4.46645e+06
744.20000 4.47246e+06
745.20000 4.47847e+06
746.20000 4.48448e+06
747.20000 4.49048e+06
748.20000 4.49649e+06
749.20000 4.50250e+06
750.20000 4.50851e+06
751.20000 4.51452e+06
752.20000 4.52053e+06
753.20000 4.52654e+06
754.20000 4.53255e+06
755.20000 4.53856e+06
756.20000 4.54457e+06
757.20000 4.55058e+06
758.20000 4.55659e+06
759.20000 4.56260e+06
760.20000 4.56861e+06
761.20000 4.57462e+06
762.20000 4.58063e+06
763.20000 4.58664e+06
764.20000 4.59265e+06
765.20000 4.59866e+06
766.20000 4.60467e+06
767.20000 4.61068e+06
768.20000 4.61669e+06
769.20000 4.62270e+06
770.20000 4.62871e+06
771.20000 4.63472e+06
772.20000 4.64073e+06
773.20000 4.64674e+06
774.20000 4.65275e+06
775.20000 4.65876e+06
776.20000 4.66477e+06
777.20000 4.67078e+06
778.20000 4.67679e+06
779.20000 4.68280e+06
780.20000 4.68881e+06
781.20000 4.69482e+06
782.20000 4.70083e+06
783.20000 4.70684e+06
784.20000 4.71285e+06
785.20000 4.71886e+06
786.20000 4.72487e+06
787.20000 4.73087e+06
788.20000 4.73688e+06
789.20000 4.74289e+06
790.20000 4.74890e+06
791.20000 4.75491e+06
792.20000 4.76092e+06
793.20000 4.76693e+06
794.20000 4.77294e+06
795.20000 4.77895e+06
796.20000 4.78496e+06
797.20000 4.79097e+06
798.20000 4.79698e+06
799.20000 4.80299e+06
800.20000 4.80900e+06
801.20000 4.81501e+06
802.20000 4.82102e+06
803.20000 4.82703e+06
804.20000 4.83304e+06
805.20000 4.83905e+06
806.20000 4.84506e+06
807.20000 4.85107e+06
808.20000 4.85708e+06
809.20000 4.86309e+06
810.20000 4.86910e+06
811.20000 4.87511e+06
812.20000 4.88112e+06
813.20000 4.88713e+06
814.20000 4.89314e+06
815.20000 4.89915e+06
816.20000 4.90516e+06
817.20000 4.91117e+06
818.20000 4.91718e+06
819.20000 4.92319e+06
820.20000 4.92920e+06
821.20000 4.93521e+06
822.20000 4.94122e+06
823.20000 4.94723e+06
824.20000 4.95324e+06
825.20000 4.95925e+06
826.20000 4.96526e+06
827.20000 4.97126e+06
828.20000 4.97727e+06
829.20000 4.98328e+06
830.20000 4.98929e+06
831.20000 4.99530e+06
832.20000 5.00131e+06
833.20000 5.00732e+06
834.20000 5.01333e+06
835.20000 5.01934e+06
836.20000 5.02535e+06
837.20000 5.03136e+06
838.20000 5.03737e+06
839.20000 5.04338e+06
840.20000 5.04939e+06
841.20000 5.05540e+06
842.20000 5.06141e+06
843.20000 5.06742e+06
844.20000 5.07343e+06
845.20000 5.07944e+06
846.20000 5.08545e+06
847.20000 5.09146e+06
848.20000 5.09747e+06
849.20000 5.10348e+06
850.20000 5.10949e+06
851.20000 5.11550e+06
852.20000 5.12151e+06
853.20000 5.12752e+06
854.20000 5.13353e+06
855.20000 5.13954e+06
856.20000 5.14555e+06
857.20000 5.15156e+06
858.20000 5.15757e+06
859.20000 5.16358e+06
860.20000 5.16959e+06
861.20000 5.17560e+06
862.20000 5.18161e+06
863.20000 5.18762e+06
864.20000 5.19363e+06
865.20000 5.19964e+06
866.20000 5.20565e+06
867.20000 5.21165e+06
868.20000 5.21766e+06
869.20000 5.22367e+06
870.20000 5.22968e+06
871.20000 5.23569e+06
872.20000 5.24170e+06
873.20000 5.24771e+06
874.20000 5.25372e+06
875.20000 5.25973e+06
876.20000 5.26574e+06
877.20000 5.27175e+06
878.20000 5.27776e+06
879.20000 5.28377e+06
880.20000 5.28978e+06
881.20000 5.29579e+06
882.20000 5.30180e+06
883.20000 5.30781e+06
884.20000 5.31382e+06
885.20000 5.31983e+06
886.20000 5.32584e+06
887.20000 5.33185e+06
888.20000 5.33786e+06
889.20000 5.34387e+06
890.20000 5.34988e+06
891.20000 5.35589e+06
892.20000 5.36190e+06
893.20000 5.36791e+06
894.20000 5.37392e+06
895.20000 5.37993e+06
896.20000 5.38594e+06
897.20000 5.39195e+06
898.20000 5.39796e+06
899.20000 5.40397e+06
900.20000 5.40998e+06
901.20000 5.41599e+06
902.20000 5.42200e+06
903.20000 5.42801e+06
904.20000 5.43402e+06
905.20000 5.44003e+06
906.20000 5.44604e+06
907.20000 5.45204e+06
908.20000 5.45805e+06
909.20000 5.46406e+06
910.20000 5.47007e+06
911.20000 5.47608e+06
912.20000 5.48209e+06
913.20000 5.48810e+06
914.20000 5.49411e+06
915.20000 5.50012e+06
916.20000 5.50613e+06
917.20000 5.51214e+06
918.20000 5.51815e+06
919.20000 5.52416e+06
920.20000 5.53017e+06
921.20000 5.53618e+06
922.20000 5.54219e+06
923.20000 5.54820e+06
924.20000 5.55421e+06
925.20000 5.56022e+06
926.20000 5.56623e+06
927.20000 5.57224e+06
928.20000 5.57825e+06
929.20000 5.58426e+06
930.20000 5.59027e+06
931.20000 5.59628e+06
932.20000 5.60229e+06
933.20000 5.60830e+06
934.20000 5.61431e+06
935.20000 5.62032e+06
936.20000 5.62633e+06
937.20000 5.63234e+06
938.20000 5.63835e+06
939.20000 5.64436e+06
940.20000 5.65037e+06
941.20000 5.65638e+06
942.20000 5.66239e+06
943.20000 5.66840e+06
944.20000 5.67441e+06
945.20000 5.68042e+06
946.20000 5.68643e+06
947.20000 5.69243e+06
948.20000 5.69844e+06
949.20000 5.70445e+06
950.20000 5.71046e+06
951.20000 5.71647e+06
952.20000 5.72248e+06
953.20000 5.72849e+06
954.20000 5.73450e+06
955.20000 5.74051e+06
956.20000 5.74652e+06
957.20000 5.75253e+06
958.20000 5.75854e+06
959.20000 5.76455e+06
960.20000 5.77056e+06
961.20000 5.77657e+06
962.20000 5.78258e+06
963.20000 5.78859e+06
964.20000 5.79460e+06
965.20000 5.80061e+06
966.20000 5.80662e+06
967.20000 5.81263e+06
968.20000 5.81864e+06
969.20000 5.82465e+06
970.20000 5.83066e+06
971.20000 5.83667e+06
972.20000 5.84268e+06
973.20000 5.84869e+06
974.20000 5.85470e+06
975.20000 5.86071e+06
976.20000 5.86672e+06
977.20000 5.87273e+06
978.20000 5.87874e+06
979.20000 5.88475e+06
980.20000 5.89076e+06
981.20000 5.89677e+06
982.20000 5.90278e+06
983.20000 5.90879e+06
984.20000 5.91480e+06
985.20000 5.92081e+06
986.20000 5.92682e+06
987.20000 5.93282e+06
988.20000 5.93883e+06
989.20000 5.94484e+06
990.20000 5.95085e+06
991.20000 5.95686e+06
992.20000 5.96287e+06
993.20000 5.96888e+06
994.20000 5.97489e+06
995.20000 5.98090e+06
996.20000 5.98691e+06
997.20000 5.99292e+06
998.20000 5.99893e+06
999.20000 6.00494e+06
1000.20000 6.01095e+06
1001.20000 6.01696e+06
1002.20000 6.02297e+06
1003.20000 6.02898e+06
1004.20000 6.03499e+06
1005.20000 6.04100e+06
1006.20000 6.04701e+06
1007.20000 6.05302e+06
1008.20000 6.05903e+06
1009.20000 6.06504e+06
1010.20000 6.07105e+06
1011.20000 6.07706e+06
1012.20000 6.08307e+06
1013.20000 6.08908e+06
1014.20000 6.09509e+06
1015.20000 6.10110e+06
1016.20000 6.10711e+06
1017.20000 6.11312e+06
1018.20000 6.11913e+06
1019.20000 6.12514e+06
1020.20000 6.13115e+06
1021.20000 6.13716e+06
1022.20000 6.14317e+06
1023.20000 6.14918e+06
1024.20000 6.15519e+06
1025.20000 6.16120e+06
1026.20000 6.16721e+06
1027.20000 6.17321e+06
1028.20000 6.17922e+06
1029.20000 6.18523e+06
1030.20000 6.19124e+06
1031.20000 6.19725e+06
1032.20000 6.20326e+06
1033.20000 6.20927e+06
1034.20000 6.21528e+06
1035.20000 6.22129e+06
1036.20000 6.22730e+06
1037.20000 6.23331e+06
1038.20000 6.23932e+06
1039.20000 6.24533e+06
1040.20000 6.25134e+06
1041.20000 6.25735e+06
1042.20000 6.26336e+06
1043.20000 6.26937e+06
1044.20000 6.27538e+06
1045.20000 6.28139e+06
1046.20000 6.28740e+06
1047.20000 6.29341e+06
1048.20000 6.29942e+06
1049.20000 6.30543e+06
1050.20000 6.31144e+06
1051.20000 6.31745e+06
1052.20000 6.32346e+06
1053.20000 6.32947e+06
1054.20000 6.33548e+06
1055.20000 6.34149e+06
1056.20000 6.34750e+06
1057.20000 6.35351e+06
1058.20000 6.35952e+06
1059.20000 6.36553e+06
1060.20000 6.37154e+06
1061.20000 6.37755e+06
1062.20000 6.38356e+06
1063.20000 6.38957e+06
1064.20000 6.39558e+06
1065.20000 6.40159e+06
1066.20000 6.40760e+06
1067.20000 6.41360e+06
1068.20000 6.41961e+06
1069.20000 6.42562e+06
1070.20000 6.43163e+06
1071.20000 6.43764e+06
1072.20000 6.44365e+06
1073.20000 6.44966e+06
1074.20000 6.45567e+06
1075.20000 6.46168e+06
1076.20000 6.46769e+06
1077.20000 6.47370e+06
1078.20000 6.47971e+06
1079.20000 6.48572e+06
1080.20000 6.49173e+06
1081.20000 6.49774e+06
1082.20000 6.50375e+06
1083.20000 6.50976e+06
1084.20000 6.51577e+06
1085.20000 6.52178e+06
1086.20000 6.52779e+06
1087.20000 6.53380e+06
1088.20000 6.53981e+06
1089.20000 6.54582e+06
1090.20000 6.55183e+06
1091.20000 6.55784e+06
1092.20000 6.56385e+06
1093.20000 6.56986e+06
1094.20000 6.57587e+06
1095.20000 6.58188e+06
1096.20000 6.58789e+06
1097.20000 6.59390e+06
1098.20000 6.59991e+06
1099.20000 6.60592e+06
1100.20000 6.61193e+06
1101.20000 6.61794e+06
1102.20000 6.62395e+06
1103.20000 6.62996e+06
1104.20000 6.63597e+06
1105.20000 6.64198e+06
1106.20000 6.64799e+06
1107.20000 6.65399e+06
1108.20000 6.66000e+06
1109.20000 6.66601e+06
1110.20000 6.67202e+06
1111.20000 6.67803e+06
1112.20000 6.68404e+06
1113.20000 6.69005e+06
1114.20000 6.69606e+06
1115.20000 6.70207e+06
1116.20000 6.70808e+06
1117.20000 6.71409e+06
1118.20000 6.72010e+06
1119.20000 6.72611e+06
1120.20000 6.73212e+06
1121.20000 6.73813e+06
1122.20000 6.74414e+06
1123.20000 6.75015e+06
1124.20000 6.75616e+06
1125.20000 6.76217e+06
1126.20000 6.76818e+06
1127.20000 6.77419e+06
1128.20000 6.78020e+06
1129.20000 6.78621e+06
1130.20000 6.79222e+06
1131.20000 6.79823e+06
1132.20000 6.80424e+06
1133.20000 6.81025e+06
1134.20000 6.81626e+06
1135.20000 6.82227e+06
