#https://home.strw.leidenuniv.nl/~ewine/photo/radiation_fields.html
# Numerical radiation field:  habing1968
# wavelength: nm
# intensity: photons.s-1.cm-2.nm-1
# wavelength intensity
1136.20000 6.82828e+06
1137.20000 6.83429e+06
1138.20000 6.84030e+06
1139.20000 6.84631e+06
1140.20000 6.85232e+06
1141.20000 6.85833e+06
1142.20000 6.86434e+06
1143.20000 6.87035e+06
1144.20000 6.87636e+06
1145.20000 6.88237e+06
1146.20000 6.88838e+06
1147.20000 6.89438e+06
1148.20000 6.90039e+06
1149.20000 6.90640e+06
1150.20000 6.91241e+06
1151.20000 6.91842e+06
1152.20000 6.92443e+06
1153.20000 6.93044e+06
1154.20000 6.93645e+06
1155.20000 6.94246e+06
1156.20000 6.94847e+06
1157.20000 6.95448e+06
1158.20000 6.96049e+06
1159.20000 6.96650e+06
1160.20000 6.97251e+06
1161.20000 6.97852e+06
1162.20000 6.98453e+06
1163.20000 6.99054e+06
1164.20000 6.99655e+06
1165.20000 7.00256e+06
1166.20000 7.00857e+06
1167.20000 7.01458e+06
1168.20000 7.02059e+06
1169.20000 7.02660e+06
1170.20000 7.03261e+06
1171.20000 7.03862e+06
1172.20000 7.04463e+06
1173.20000 7.05064e+06
1174.20000 7.05665e+06
1175.20000 7.06266e+06
1176.20000 7.06867e+06
1177.20000 7.07468e+06
1178.20000 7.08069e+06
1179.20000 7.08670e+06
1180.20000 7.09271e+06
1181.20000 7.09872e+06
1182.20000 7.10473e+06
1183.20000 7.11074e+06
1184.20000 7.11675e+06
1185.20000 7.12276e+06
1186.20000 7.12877e+06
1187.20000 7.13477e+06
1188.20000 7.14078e+06
1189.20000 7.14679e+06
1190.20000 7.15280e+06
1191.20000 7.15881e+06
1192.20000 7.16482e+06
1193.20000 7.17083e+06
1194.20000 7.17684e+06
1195.20000 7.18285e+06
1196.20000 7.18886e+06
1197.20000 7.19487e+06
1198.20000 7.20088e+06
1199.20000 7.20689e+06
1200.20000 7.21290e+06
1201.20000 7.21891e+06
1202.20000 7.22492e+06
1203.20000 7.23093e+06
1204.20000 7.23694e+06
1205.20000 7.24295e+06
1206.20000 7.24896e+06
1207.20000 7.25497e+06
1208.20000 7.26098e+06
1209.20000 7.26699e+06
1210.20000 7.27300e+06
1211.20000 7.27901e+06
1212.20000 7.28502e+06
1213.20000 7.29103e+06
1214.20000 7.29704e+06
1215.20000 7.30305e+06
1216.20000 7.30906e+06
1217.20000 7.31507e+06
1218.20000 7.32108e+06
1219.20000 7.32709e+06
1220.20000 7.33310e+06
1221.20000 7.33911e+06
1222.20000 7.34512e+06
1223.20000 7.35113e+06
1224.20000 7.35714e+06
1225.20000 7.36315e+06
1226.20000 7.36916e+06
1227.20000 7.37516e+06
1228.20000 7.38117e+06
1229.20000 7.38718e+06
1230.20000 7.39319e+06
1231.20000 7.39920e+06
1232.20000 7.40521e+06
1233.20000 7.41122e+06
1234.20000 7.41723e+06
1235.20000 7.42324e+06
1236.20000 7.42925e+06
1237.20000 7.43526e+06
1238.20000 7.44127e+06
1239.20000 7.44728e+06
1240.20000 7.45329e+06
1241.20000 7.45930e+06
1242.20000 7.46531e+06
1243.20000 7.47132e+06
1244.20000 7.47733e+06
1245.20000 7.48334e+06
1246.20000 7.48935e+06
1247.20000 7.49536e+06
1248.20000 7.50137e+06
1249.20000 7.50738e+06
1250.20000 7.51339e+06
1251.20000 7.51940e+06
1252.20000 7.52541e+06
1253.20000 7.53142e+06
1254.20000 7.53743e+06
1255.20000 7.54344e+06
1256.20000 7.54945e+06
1257.20000 7.55546e+06
1258.20000 7.56147e+06
1259.20000 7.56748e+06
1260.20000 7.57349e+06
1261.20000 7.57950e+06
1262.20000 7.58551e+06
1263.20000 7.59152e+06
1264.20000 7.59753e+06
1265.20000 7.60354e+06
1266.20000 7.60955e+06
1267.20000 7.61555e+06
1268.20000 7.62156e+06
1269.20000 7.62757e+06
1270.20000 7.63358e+06
1271.20000 7.63959e+06
1272.20000 7.64560e+06
1273.20000 7.65161e+06
1274.20000 7.65762e+06
1275.20000 7.66363e+06
1276.20000 7.66964e+06
1277.20000 7.67565e+06
1278.20000 7.68166e+06
1279.20000 7.68767e+06
1280.20000 7.69368e+06
1281.20000 7.69969e+06
1282.20000 7.70570e+06
1283.20000 7.71171e+06
1284.20000 7.71772e+06
1285.20000 7.72373e+06
1286.20000 7.72974e+06
1287.20000 7.73575e+06
1288.20000 7.74176e+06
1289.20000 7.74777e+06
1290.20000 7.75378e+06
1291.20000 7.75979e+06
1292.20000 7.76580e+06
1293.20000 7.77181e+06
1294.20000 7.77782e+06
1295.20000 7.78383e+06
1296.20000 7.78984e+06
1297.20000 7.79585e+06
1298.20000 7.80186e+06
1299.20000 7.80787e+06
1300.20000 7.81388e+06
1301.20000 7.81989e+06
1302.20000 7.82590e+06
1303.20000 7.83191e+06
1304.20000 7.83792e+06
1305.20000 7.84393e+06
1306.20000 7.84994e+06
1307.20000 7.85594e+06
1308.20000 7.86195e+06
1309.20000 7.86796e+06
1310.20000 7.87397e+06
1311.20000 7.87998e+06
1312.20000 7.88599e+06
1313.20000 7.89200e+06
1314.20000 7.89801e+06
1315.20000 7.90402e+06
1316.20000 7.91003e+06
1317.20000 7.91604e+06
1318.20000 7.92205e+06
1319.20000 7.92806e+06
1320.20000 7.93407e+06
1321.20000 7.94008e+06
1322.20000 7.94609e+06
1323.20000 7.95210e+06
1324.20000 7.95811e+06
1325.20000 7.96412e+06
1326.20000 7.97013e+06
1327.20000 7.97614e+06
1328.20000 7.98215e+06
1329.20000 7.98816e+06
1330.20000 7.99417e+06
1331.20000 8.00018e+06
1332.20000 8.00619e+06
1333.20000 8.01220e+06
1334.20000 8.01821e+06
1335.20000 8.02422e+06
1336.20000 8.03023e+06
1337.20000 8.03624e+06
1338.20000 8.04225e+06
1339.20000 8.04826e+06
1340.20000 8.05427e+06
1341.20000 8.06028e+06
1342.20000 8.06629e+06
1343.20000 8.07230e+06
1344.20000 8.07831e+06
1345.20000 8.08432e+06
1346.20000 8.09033e+06
1347.20000 8.09633e+06
1348.20000 8.10234e+06
1349.20000 8.10835e+06
1350.20000 8.11436e+06
1351.20000 8.12037e+06
1352.20000 8.12638e+06
1353.20000 8.13239e+06
1354.20000 8.13840e+06
1355.20000 8.14441e+06
1356.20000 8.15042e+06
1357.20000 8.15643e+06
1358.20000 8.16244e+06
1359.20000 8.16845e+06
1360.20000 8.17446e+06
1361.20000 8.18047e+06
1362.20000 8.18648e+06
1363.20000 8.19249e+06
1364.20000 8.19850e+06
1365.20000 8.20451e+06
1366.20000 8.21052e+06
1367.20000 8.21653e+06
1368.20000 8.22254e+06
1369.20000 8.22855e+06
1370.20000 8.23456e+06
1371.20000 8.24057e+06
1372.20000 8.24658e+06
1373.20000 8.25259e+06
1374.20000 8.25860e+06
1375.20000 8.26461e+06
1376.20000 8.27062e+06
1377.20000 8.27663e+06
1378.20000 8.28264e+06
1379.20000 8.28865e+06
1380.20000 8.29466e+06
1381.20000 8.30067e+06
1382.20000 8.30668e+06
1383.20000 8.31269e+06
1384.20000 8.31870e+06
1385.20000 8.32471e+06
1386.20000 8.33072e+06
1387.20000 8.33672e+06
1388.20000 8.34273e+06
1389.20000 8.34874e+06
1390.20000 8.35475e+06
1391.20000 8.36076e+06
1392.20000 8.36677e+06
1393.20000 8.37278e+06
1394.20000 8.37879e+06
1395.20000 8.38480e+06
1396.20000 8.39081e+06
1397.20000 8.39682e+06
1398.20000 8.40283e+06
1399.20000 8.40884e+06
1400.20000 8.41485e+06
1401.20000 8.42086e+06
1402.20000 8.42687e+06
1403.20000 8.43288e+06
1404.20000 8.43889e+06
1405.20000 8.44490e+06
1406.20000 8.45091e+06
1407.20000 8.45692e+06
1408.20000 8.46293e+06
1409.20000 8.46894e+06
1410.20000 8.47495e+06
1411.20000 8.48096e+06
1412.20000 8.48697e+06
1413.20000 8.49298e+06
1414.20000 8.49899e+06
1415.20000 8.50500e+06
1416.20000 8.51101e+06
1417.20000 8.51702e+06
1418.20000 8.52303e+06
1419.20000 8.52904e+06
1420.20000 8.53505e+06
1421.20000 8.54106e+06
1422.20000 8.54707e+06
1423.20000 8.55308e+06
1424.20000 8.55909e+06
1425.20000 8.56510e+06
1426.20000 8.57111e+06
1427.20000 8.57711e+06
1428.20000 8.58312e+06
1429.20000 8.58913e+06
1430.20000 8.59514e+06
1431.20000 8.60115e+06
1432.20000 8.60716e+06
1433.20000 8.61317e+06
1434.20000 8.61918e+06
1435.20000 8.62519e+06
1436.20000 8.63120e+06
1437.20000 8.63721e+06
1438.20000 8.64322e+06
1439.20000 8.64923e+06
1440.20000 8.65524e+06
1441.20000 8.66125e+06
1442.20000 8.66726e+06
1443.20000 8.67327e+06
1444.20000 8.67928e+06
1445.20000 8.68529e+06
1446.20000 8.69130e+06
1447.20000 8.69731e+06
1448.20000 8.70332e+06
1449.20000 8.70933e+06
1450.20000 8.71534e+06
1451.20000 8.72135e+06
1452.20000 8.72736e+06
1453.20000 8.73337e+06
1454.20000 8.73938e+06
1455.20000 8.74539e+06
1456.20000 8.75140e+06
1457.20000 8.75741e+06
1458.20000 8.76342e+06
1459.20000 8.76943e+06
1460.20000 8.77544e+06
1461.20000 8.78145e+06
1462.20000 8.78746e+06
1463.20000 8.79347e+06
1464.20000 8.79948e+06
1465.20000 8.80549e+06
1466.20000 8.81150e+06
1467.20000 8.81750e+06
1468.20000 8.82351e+06
1469.20000 8.82952e+06
1470.20000 8.83553e+06
1471.20000 8.84154e+06
1472.20000 8.84755e+06
1473.20000 8.85356e+06
1474.20000 8.85957e+06
1475.20000 8.86558e+06
1476.20000 8.87159e+06
1477.20000 8.87760e+06
1478.20000 8.88361e+06
1479.20000 8.88962e+06
1480.20000 8.89563e+06
1481.20000 8.90164e+06
1482.20000 8.90765e+06
1483.20000 8.91366e+06
1484.20000 8.91967e+06
1485.20000 8.92568e+06
1486.20000 8.93169e+06
1487.20000 8.93770e+06
1488.20000 8.94371e+06
1489.20000 8.94972e+06
1490.20000 8.95573e+06
1491.20000 8.96174e+06
1492.20000 8.96775e+06
1493.20000 8.97376e+06
1494.20000 8.97977e+06
1495.20000 8.98578e+06
1496.20000 8.99179e+06
1497.20000 8.99780e+06
1498.20000 9.00381e+06
1499.20000 9.00982e+06
1500.20000 9.01583e+06
1501.20000 9.02184e+06
1502.20000 9.02785e+06
1503.20000 9.03386e+06
1504.20000 9.03987e+06
1505.20000 9.04588e+06
1506.20000 9.05189e+06
1507.20000 9.05789e+06
1508.20000 9.06390e+06
1509.20000 9.06991e+06
1510.20000 9.07592e+06
1511.20000 9.08193e+06
1512.20000 9.08794e+06
1513.20000 9.09395e+06
1514.20000 9.09996e+06
1515.20000 9.10597e+06
1516.20000 9.11198e+06
1517.20000 9.11799e+06
1518.20000 9.12400e+06
1519.20000 9.13001e+06
1520.20000 9.13602e+06
1521.20000 9.14203e+06
1522.20000 9.14804e+06
1523.20000 9.15405e+06
1524.20000 9.16006e+06
1525.20000 9.16607e+06
1526.20000 9.17208e+06
1527.20000 9.17809e+06
1528.20000 9.18410e+06
1529.20000 9.19011e+06
1530.20000 9.19612e+06
1531.20000 9.20213e+06
1532.20000 9.20814e+06
1533.20000 9.21415e+06
1534.20000 9.22016e+06
1535.20000 9.22617e+06
1536.20000 9.23218e+06
1537.20000 9.23819e+06
1538.20000 9.24420e+06
1539.20000 9.25021e+06
1540.20000 9.25622e+06
1541.20000 9.26223e+06
1542.20000 9.26824e+06
1543.20000 9.27425e+06
1544.20000 9.28026e+06
1545.20000 9.28627e+06
1546.20000 9.29227e+06
1547.20000 9.29828e+06
1548.20000 9.30429e+06
1549.20000 9.31030e+06
1550.20000 9.31631e+06
1551.20000 9.32232e+06
1552.20000 9.32833e+06
1553.20000 9.33434e+06
1554.20000 9.34035e+06
1555.20000 9.34636e+06
1556.20000 9.35237e+06
1557.20000 9.35838e+06
1558.20000 9.36439e+06
1559.20000 9.37040e+06
1560.20000 9.37641e+06
1561.20000 9.38242e+06
1562.20000 9.38843e+06
1563.20000 9.39444e+06
1564.20000 9.40045e+06
1565.20000 9.40646e+06
1566.20000 9.41247e+06
1567.20000 9.41848e+06
1568.20000 9.42449e+06
1569.20000 9.43050e+06
1570.20000 9.43651e+06
1571.20000 9.44252e+06
1572.20000 9.44853e+06
1573.20000 9.45454e+06
1574.20000 9.46055e+06
1575.20000 9.46656e+06
1576.20000 9.47257e+06
1577.20000 9.47858e+06
1578.20000 9.48459e+06
1579.20000 9.49060e+06
1580.20000 9.49661e+06
1581.20000 9.50262e+06
1582.20000 9.50863e+06
1583.20000 9.51464e+06
1584.20000 9.52065e+06
1585.20000 9.52666e+06
1586.20000 9.53266e+06
1587.20000 9.53867e+06
1588.20000 9.54468e+06
1589.20000 9.55069e+06
1590.20000 9.55670e+06
1591.20000 9.56271e+06
1592.20000 9.56872e+06
1593.20000 9.57473e+06
1594.20000 9.58074e+06
1595.20000 9.58675e+06
1596.20000 9.59276e+06
1597.20000 9.59877e+06
1598.20000 9.60478e+06
1599.20000 9.61079e+06
1600.20000 9.61680e+06
1601.20000 9.62281e+06
1602.20000 9.62882e+06
1603.20000 9.63483e+06
1604.20000 9.64084e+06
1605.20000 9.64685e+06
1606.20000 9.65286e+06
1607.20000 9.65887e+06
1608.20000 9.66488e+06
1609.20000 9.67089e+06
1610.20000 9.67690e+06
1611.20000 9.68291e+06
1612.20000 9.68892e+06
1613.20000 9.69493e+06
1614.20000 9.70094e+06
1615.20000 9.70695e+06
1616.20000 9.71296e+06
1617.20000 9.71897e+06
1618.20000 9.72498e+06
1619.20000 9.73099e+06
1620.20000 9.73700e+06
1621.20000 9.74301e+06
1622.20000 9.74902e+06
1623.20000 9.75503e+06
1624.20000 9.76104e+06
1625.20000 9.76705e+06
1626.20000 9.77305e+06
1627.20000 9.77906e+06
1628.20000 9.78507e+06
1629.20000 9.79108e+06
1630.20000 9.79709e+06
1631.20000 9.80310e+06
1632.20000 9.80911e+06
1633.20000 9.81512e+06
1634.20000 9.82113e+06
1635.20000 9.82714e+06
1636.20000 9.83315e+06
1637.20000 9.83916e+06
1638.20000 9.84517e+06
1639.20000 9.85118e+06
1640.20000 9.85719e+06
1641.20000 9.86320e+06
1642.20000 9.86921e+06
1643.20000 9.87522e+06
1644.20000 9.88123e+06
1645.20000 9.88724e+06
1646.20000 9.89325e+06
1647.20000 9.89926e+06
1648.20000 9.90527e+06
1649.20000 9.91128e+06
1650.20000 9.91729e+06
1651.20000 9.92330e+06
1652.20000 9.92931e+06
1653.20000 9.93532e+06
1654.20000 9.94133e+06
1655.20000 9.94734e+06
1656.20000 9.95335e+06
1657.20000 9.95936e+06
1658.20000 9.96537e+06
1659.20000 9.97138e+06
1660.20000 9.97739e+06
1661.20000 9.98340e+06
1662.20000 9.98941e+06
1663.20000 9.99542e+06
1664.20000 1.00014e+07
1665.20000 1.00074e+07
1666.20000 1.00134e+07
1667.20000 1.00195e+07
1668.20000 1.00255e+07
1669.20000 1.00315e+07
1670.20000 1.00375e+07
1671.20000 1.00435e+07
1672.20000 1.00495e+07
1673.20000 1.00555e+07
1674.20000 1.00615e+07
1675.20000 1.00675e+07
1676.20000 1.00735e+07
1677.20000 1.00796e+07
1678.20000 1.00856e+07
1679.20000 1.00916e+07
1680.20000 1.00976e+07
1681.20000 1.01036e+07
1682.20000 1.01096e+07
1683.20000 1.01156e+07
1684.20000 1.01216e+07
1685.20000 1.01276e+07
1686.20000 1.01336e+07
1687.20000 1.01396e+07
1688.20000 1.01457e+07
1689.20000 1.01517e+07
1690.20000 1.01577e+07
1691.20000 1.01637e+07
1692.20000 1.01697e+07
1693.20000 1.01757e+07
1694.20000 1.01817e+07
1695.20000 1.01877e+07
1696.20000 1.01937e+07
1697.20000 1.01997e+07
1698.20000 1.02058e+07
1699.20000 1.02118e+07
1700.20000 1.02178e+07
1701.20000 1.02238e+07
1702.20000 1.02298e+07
1703.20000 1.02358e+07
1704.20000 1.02418e+07
1705.20000 1.02478e+07
1706.20000 1.02538e+07
1707.20000 1.02598e+07
1708.20000 1.02659e+07
1709.20000 1.02719e+07
1710.20000 1.02779e+07
1711.20000 1.02839e+07
1712.20000 1.02899e+07
1713.20000 1.02959e+07
1714.20000 1.03019e+07
1715.20000 1.03079e+07
1716.20000 1.03139e+07
1717.20000 1.03199e+07
1718.20000 1.03260e+07
1719.20000 1.03320e+07
1720.20000 1.03380e+07
1721.20000 1.03440e+07
1722.20000 1.03500e+07
1723.20000 1.03560e+07
1724.20000 1.03620e+07
1725.20000 1.03680e+07
1726.20000 1.03740e+07
1727.20000 1.03800e+07
1728.20000 1.03860e+07
1729.20000 1.03921e+07
1730.20000 1.03981e+07
1731.20000 1.04041e+07
1732.20000 1.04101e+07
1733.20000 1.04161e+07
1734.20000 1.04221e+07
1735.20000 1.04281e+07
1736.20000 1.04341e+07
1737.20000 1.04401e+07
1738.20000 1.04461e+07
1739.20000 1.04522e+07
1740.20000 1.04582e+07
1741.20000 1.04642e+07
1742.20000 1.04702e+07
1743.20000 1.04762e+07
1744.20000 1.04822e+07
1745.20000 1.04882e+07
1746.20000 1.04942e+07
1747.20000 1.05002e+07
1748.20000 1.05062e+07
1749.20000 1.05123e+07
1750.20000 1.05183e+07
1751.20000 1.05243e+07
1752.20000 1.05303e+07
1753.20000 1.05363e+07
1754.20000 1.05423e+07
1755.20000 1.05483e+07
1756.20000 1.05543e+07
1757.20000 1.05603e+07
1758.20000 1.05663e+07
1759.20000 1.05724e+07
1760.20000 1.05784e+07
1761.20000 1.05844e+07
1762.20000 1.05904e+07
1763.20000 1.05964e+07
1764.20000 1.06024e+07
1765.20000 1.06084e+07
1766.20000 1.06144e+07
1767.20000 1.06204e+07
1768.20000 1.06264e+07
1769.20000 1.06324e+07
1770.20000 1.06385e+07
1771.20000 1.06445e+07
1772.20000 1.06505e+07
1773.20000 1.06565e+07
1774.20000 1.06625e+07
1775.20000 1.06685e+07
1776.20000 1.06745e+07
1777.20000 1.06805e+07
1778.20000 1.06865e+07
1779.20000 1.06925e+07
1780.20000 1.06986e+07
1781.20000 1.07046e+07
1782.20000 1.07106e+07
1783.20000 1.07166e+07
1784.20000 1.07226e+07
1785.20000 1.07286e+07
1786.20000 1.07346e+07
1787.20000 1.07406e+07
1788.20000 1.07466e+07
1789.20000 1.07526e+07
1790.20000 1.07587e+07
1791.20000 1.07647e+07
1792.20000 1.07707e+07
1793.20000 1.07767e+07
1794.20000 1.07827e+07
1795.20000 1.07887e+07
1796.20000 1.07947e+07
1797.20000 1.08007e+07
1798.20000 1.08067e+07
1799.20000 1.08127e+07
1800.20000 1.08188e+07
1801.20000 1.08248e+07
1802.20000 1.08308e+07
1803.20000 1.08368e+07
1804.20000 1.08428e+07
1805.20000 1.08488e+07
1806.20000 1.08548e+07
1807.20000 1.08608e+07
1808.20000 1.08668e+07
1809.20000 1.08728e+07
1810.20000 1.08788e+07
1811.20000 1.08849e+07
1812.20000 1.08909e+07
1813.20000 1.08969e+07
1814.20000 1.09029e+07
1815.20000 1.09089e+07
1816.20000 1.09149e+07
1817.20000 1.09209e+07
1818.20000 1.09269e+07
1819.20000 1.09329e+07
1820.20000 1.09389e+07
1821.20000 1.09450e+07
1822.20000 1.09510e+07
1823.20000 1.09570e+07
1824.20000 1.09630e+07
1825.20000 1.09690e+07
1826.20000 1.09750e+07
1827.20000 1.09810e+07
1828.20000 1.09870e+07
1829.20000 1.09930e+07
1830.20000 1.09990e+07
1831.20000 1.10051e+07
1832.20000 1.10111e+07
1833.20000 1.10171e+07
1834.20000 1.10231e+07
1835.20000 1.10291e+07
1836.20000 1.10351e+07
1837.20000 1.10411e+07
1838.20000 1.10471e+07
1839.20000 1.10531e+07
1840.20000 1.10591e+07
1841.20000 1.10652e+07
1842.20000 1.10712e+07
1843.20000 1.10772e+07
1844.20000 1.10832e+07
1845.20000 1.10892e+07
1846.20000 1.10952e+07
1847.20000 1.11012e+07
1848.20000 1.11072e+07
1849.20000 1.11132e+07
1850.20000 1.11192e+07
1851.20000 1.11252e+07
1852.20000 1.11313e+07
1853.20000 1.11373e+07
1854.20000 1.11433e+07
1855.20000 1.11493e+07
1856.20000 1.11553e+07
1857.20000 1.11613e+07
1858.20000 1.11673e+07
1859.20000 1.11733e+07
1860.20000 1.11793e+07
1861.20000 1.11853e+07
1862.20000 1.11914e+07
1863.20000 1.11974e+07
1864.20000 1.12034e+07
1865.20000 1.12094e+07
1866.20000 1.12154e+07
1867.20000 1.12214e+07
1868.20000 1.12274e+07
1869.20000 1.12334e+07
1870.20000 1.12394e+07
1871.20000 1.12454e+07
1872.20000 1.12515e+07
1873.20000 1.12575e+07
1874.20000 1.12635e+07
1875.20000 1.12695e+07
1876.20000 1.12755e+07
1877.20000 1.12815e+07
1878.20000 1.12875e+07
1879.20000 1.12935e+07
1880.20000 1.12995e+07
1881.20000 1.13055e+07
1882.20000 1.13116e+07
1883.20000 1.13176e+07
1884.20000 1.13236e+07
1885.20000 1.13296e+07
1886.20000 1.13356e+07
1887.20000 1.13416e+07
1888.20000 1.13476e+07
1889.20000 1.13536e+07
1890.20000 1.13596e+07
1891.20000 1.13656e+07
1892.20000 1.13716e+07
1893.20000 1.13777e+07
1894.20000 1.13837e+07
1895.20000 1.13897e+07
1896.20000 1.13957e+07
1897.20000 1.14017e+07
1898.20000 1.14077e+07
1899.20000 1.14137e+07
1900.20000 1.14197e+07
1901.20000 1.14257e+07
1902.20000 1.14317e+07
1903.20000 1.14378e+07
1904.20000 1.14438e+07
1905.20000 1.14498e+07
1906.20000 1.14558e+07
1907.20000 1.14618e+07
1908.20000 1.14678e+07
1909.20000 1.14738e+07
1910.20000 1.14798e+07
1911.20000 1.14858e+07
1912.20000 1.14918e+07
1913.20000 1.14979e+07
1914.20000 1.15039e+07
1915.20000 1.15099e+07
1916.20000 1.15159e+07
1917.20000 1.15219e+07
1918.20000 1.15279e+07
1919.20000 1.15339e+07
1920.20000 1.15399e+07
1921.20000 1.15459e+07
1922.20000 1.15519e+07
1923.20000 1.15580e+07
1924.20000 1.15640e+07
1925.20000 1.15700e+07
1926.20000 1.15760e+07
1927.20000 1.15820e+07
1928.20000 1.15880e+07
1929.20000 1.15940e+07
1930.20000 1.16000e+07
1931.20000 1.16060e+07
1932.20000 1.16120e+07
1933.20000 1.16180e+07
1934.20000 1.16241e+07
1935.20000 1.16301e+07
1936.20000 1.16361e+07
1937.20000 1.16421e+07
1938.20000 1.16481e+07
1939.20000 1.16541e+07
1940.20000 1.16601e+07
1941.20000 1.16661e+07
1942.20000 1.16721e+07
1943.20000 1.16781e+07
1944.20000 1.16842e+07
1945.20000 1.16902e+07
1946.20000 1.16962e+07
1947.20000 1.17022e+07
1948.20000 1.17082e+07
1949.20000 1.17142e+07
1950.20000 1.17202e+07
1951.20000 1.17262e+07
1952.20000 1.17322e+07
1953.20000 1.17382e+07
1954.20000 1.17443e+07
1955.20000 1.17503e+07
1956.20000 1.17563e+07
1957.20000 1.17623e+07
1958.20000 1.17683e+07
1959.20000 1.17743e+07
1960.20000 1.17803e+07
1961.20000 1.17863e+07
1962.20000 1.17923e+07
1963.20000 1.17983e+07
1964.20000 1.18044e+07
1965.20000 1.18104e+07
1966.20000 1.18164e+07
1967.20000 1.18224e+07
1968.20000 1.18284e+07
1969.20000 1.18344e+07
1970.20000 1.18404e+07
1971.20000 1.18464e+07
1972.20000 1.18524e+07
1973.20000 1.18584e+07
1974.20000 1.18644e+07
1975.20000 1.18705e+07
1976.20000 1.18765e+07
1977.20000 1.18825e+07
1978.20000 1.18885e+07
1979.20000 1.18945e+07
1980.20000 1.19005e+07
1981.20000 1.19065e+07
1982.20000 1.19125e+07
1983.20000 1.19185e+07
1984.20000 1.19245e+07
1985.20000 1.19306e+07
1986.20000 1.19366e+07
1987.20000 1.19426e+07
1988.20000 1.19486e+07
1989.20000 1.19546e+07
1990.20000 1.19606e+07
1991.20000 1.19666e+07
1992.20000 1.19726e+07
1993.20000 1.19786e+07
1994.20000 1.19846e+07
1995.20000 1.19907e+07
1996.20000 1.19967e+07
1997.20000 1.20027e+07
1998.20000 1.20087e+07
1999.20000 1.20147e+07
